trial,fast_score,full_net,full_trades,full_pf,full_dd,oos_net,oos_trades,oos_pf,oos_dd,rsi_period,rsi_overbought,rsi_oversold,rsi_target_buy,rsi_target_sell,bars_to_wait,use_trailing,trail_distance_pts,trail_activation_pts,lot_size
378,5.161117796834841,41881.700000000405,2625,1.2971867744480856,15.691408803226462,29571.999999999978,939,1.4556703000718052,19.12467611321743,12,78.0,48.0,85.5,47.7,6,False,55,35,0.1
3,4.974934412760322,39601.00000000044,2588,1.3121088885736363,15.441007359705205,28076.29999999998,893,1.485798723399102,14.68496443954723,14,73.5,45.9,91.5,20.0,4,False,55,70,0.1
203,4.933443753922031,39820.30000000039,2525,1.3513860761448404,13.014105949236699,26291.59999999999,919,1.492649125502644,13.760901401062265,16,13.4,52.5,85.5,8.4,6,False,120,35,0.1
305,4.805006384483194,39833.800000000425,2671,1.291327347418786,19.67424946850515,28701.600000000028,921,1.482606129596905,16.22879386474551,12,69.8,41.4,91.2,42.8,3,False,120,20,0.1
319,4.775803225820434,40299.00000000034,1800,1.3771097145124407,12.817827896361578,25263.800000000025,655,1.4827997408638254,16.489139515455275,14,68.1,53.3,86.8,40.4,12,False,120,90,0.1
449,4.770091820280188,41275.9000000002,1596,1.3713417673233597,17.968440675729067,27951.999999999978,561,1.536203109563682,20.908101881479617,21,64.5,42.0,81.1,43.8,4,False,40,70,0.1
533,4.752283649257773,39717.7000000002,1429,1.3964360610019886,16.469204580625103,27408.899999999994,503,1.6124360111632736,18.421457510641595,21,65.5,44.4,87.5,55.7,6,False,150,20,0.1
323,4.734915428791701,42172.700000000164,1005,1.4849722282914946,22.644298106462013,29143.000000000015,353,1.7766102878278733,21.601815278594838,21,68.1,45.1,81.4,60.7,12,False,40,55,0.1
136,4.71941101166855,39549.300000000105,731,1.5142229699860108,21.905144862886058,28877.499999999993,246,1.9441812409472699,16.524820746682785,21,68.6,42.8,90.2,45.8,12,False,120,55,0.1
414,4.70049666051041,39141.400000000365,1848,1.387142272168888,9.322568103666006,23342.90000000001,664,1.4699332431431293,14.648834780174983,14,62.4,55.5,89.8,23.2,12,False,120,35,0.1
118,4.654253557882403,39078.50000000024,1283,1.3715300819717313,22.158669358317148,29348.899999999994,443,1.6821724345519926,18.33438111204248,12,78.3,41.9,91.6,39.6,8,False,150,35,0.1
154,4.586972004349887,39510.30000000039,2785,1.310699836040437,23.120508094849015,27946.899999999972,997,1.4762463872832357,14.084752291351204,10,6.7,55.9,89.2,1.7,8,False,40,41,0.1
233,4.582771913479764,38932.400000000394,2158,1.3556266013856981,11.97871416159821,24244.4,789,1.4653444632331343,17.104075500154256,16,13.1,52.5,87.0,8.1,8,False,40,20,0.1
420,4.550439497393796,37694.40000000061,3781,1.2969238997807828,12.92028127885054,26741.900000000045,1387,1.4413335445774602,23.298521473832377,18,69.2,51.9,77.4,57.2,3,False,90,55,0.1
182,4.5002981730008464,38775.50000000022,1894,1.3518216915350687,10.298102981029588,23538.699999999997,702,1.4326028545278775,19.48281906391678,18,80.2,50.2,84.3,45.6,8,False,40,35,0.1
395,4.482761088854235,39765.700000000434,2394,1.333114974370746,15.319860795721233,23946.800000000032,849,1.4268196174329657,15.55449780944188,10,14.4,58.1,93.3,9.4,12,False,55,20,0.1
272,4.479392583117223,39935.600000000166,919,1.4803883948279781,22.04254617155142,27810.000000000007,315,1.7752305342149572,20.708435158578826,21,70.0,45.1,88.9,38.4,12,False,55,41,0.1
167,4.425740711078459,37206.00000000041,2634,1.3278529622730317,13.60189632277182,24695.99999999997,944,1.459823190758849,17.305609347818983,21,77.6,47.4,87.7,28.1,3,False,90,90,0.1
157,4.422985572561005,38041.00000000029,1523,1.3911079764806742,11.030935690338199,22969.700000000004,543,1.485705646269724,17.065888579765247,18,78.9,51.4,85.0,56.6,12,False,55,90,0.1
205,4.41867858817046,37078.10000000059,3104,1.346335594718018,12.84095996756033,23665.800000000017,1127,1.4590469835629307,14.533984745520451,16,7.3,54.2,85.7,2.3,4,False,40,70,0.1
442,4.418563730194263,39547.8000000004,2798,1.313382452459102,20.382626257112094,25113.999999999956,996,1.4288351237037522,13.257616747498835,10,10.4,56.3,93.9,5.4,8,False,55,90,0.1
247,4.380503656017046,36563.70000000048,2350,1.314917084245576,9.50100162403215,22734.300000000007,854,1.4058631037923994,16.409309072775933,10,7.3,59.9,87.0,2.3,12,False,71,41,0.1
253,4.327222508013304,37344.00000000018,1433,1.3534894111254896,21.946824680044756,27958.399999999958,488,1.6262619474814806,20.010571974938216,18,72.3,40.2,89.9,48.4,4,False,150,35,0.1
229,4.3265052185455035,35677.40000000047,2495,1.3207202348044593,14.10788033441861,24490.599999999984,898,1.4682124244359223,15.40673547874271,21,64.9,49.5,86.9,25.2,4,False,150,55,0.1
249,4.319783183661498,35786.30000000032,1706,1.4054484583094942,12.546871584469615,23549.000000000007,627,1.5645983030163535,15.12666361715568,18,71.9,56.4,87.5,41.7,12,False,120,90,0.1
299,4.3147684029214535,40604.40000000023,1454,1.387277685207882,18.484236328591024,24804.9,515,1.5023583902594122,21.390486147412496,14,67.9,49.4,91.1,39.2,12,False,71,70,0.1
46,4.30766648125094,37223.60000000045,2741,1.3098635633360807,13.99551398704904,23052.899999999994,1009,1.3875941752176046,14.0862568774774,16,64.1,54.4,80.6,39.8,6,False,71,90,0.1
214,4.298834580425145,36937.60000000064,3300,1.3062057531294031,14.775439725075232,25191.400000000016,1200,1.4426564235208117,20.815506960677236,14,8.4,52.7,93.0,3.4,4,False,40,41,0.1
362,4.289064626263334,35970.70000000057,3312,1.322846341774267,12.467714186397105,24228.700000000048,1209,1.4566033895621973,19.038427255011527,18,14.0,52.0,88.6,9.0,3,False,71,41,0.1
529,4.262556562861639,37122.60000000044,2376,1.3226825980040635,13.107303146739813,24155.000000000007,844,1.4556154533897199,21.25528385681414,12,18.2,58.6,85.6,5.9,12,False,71,41,0.1
230,4.259421624453091,36594.60000000038,2189,1.299580280124337,25.984210270825507,29681.000000000015,707,1.5657273773853897,20.301285940482718,16,74.1,38.7,91.4,20.3,2,False,71,90,0.1
111,4.258561697274439,39560.80000000025,1660,1.3544293364080964,18.57155689967497,24941.300000000017,591,1.4749710537942373,21.11349368617608,12,79.8,50.8,89.1,45.3,12,False,90,35,0.1
285,4.255322581478026,35779.4000000004,1894,1.3738419117454994,10.930564831801506,22974.10000000002,679,1.514143701800637,17.580604142530106,16,17.7,56.4,94.3,12.7,12,False,55,20,0.1
479,4.244829975475714,34971.800000000556,3094,1.3292228875795136,11.25389440977913,23034.600000000028,1125,1.4514808869445563,15.563549758719175,16,4.1,54.6,90.3,-0.9,4,False,90,20,0.1
58,4.223434023357951,36728.80000000037,2150,1.3348079463195908,14.981291342029374,23746.499999999993,789,1.4495272169690774,16.938638923501273,16,66.1,52.8,91.5,39.7,8,False,71,20,0.1
80,4.217812912816853,37795.60000000021,1517,1.4088295836700075,11.661431214768221,21566.599999999995,552,1.4771266122430924,16.840288985791318,21,14.8,52.3,89.2,9.8,12,False,55,55,0.1
313,4.20536952876066,36336.800000000345,2827,1.2793329243674507,23.243233886393156,26788.40000000001,972,1.4698128528410566,14.6271799704489,16,62.7,41.6,88.4,47.9,2,False,150,55,0.1
510,4.202968302801518,36879.80000000048,2969,1.2805215233740057,13.650784678108261,22762.099999999973,1071,1.35184143246226,16.109164813941522,12,67.3,53.8,86.6,33.0,6,False,120,20,0.1
386,4.201546659250102,35042.40000000049,2947,1.3094429260840592,13.047043336936524,24780.30000000001,1082,1.4606209198923363,20.95357887339754,21,62.6,50.0,91.3,33.1,3,False,40,35,0.1
8,4.200321956753852,38254.800000000396,1948,1.3721903157042674,11.1972628366067,21749.199999999986,723,1.4110595141570328,19.80733531918566,18,73.5,55.5,78.3,48.6,12,False,90,20,0.1
367,4.196525205003951,35416.400000000576,3463,1.2266746798102708,14.155390841201134,24693.199999999975,1221,1.3355847713997604,19.46131862766211,10,71.3,47.2,88.8,36.3,4,False,90,55,0.1
289,4.181492817431546,34335.00000000054,2943,1.3782729117594585,12.24594157802023,23489.499999999993,1042,1.5611469715574373,16.569092149999644,21,10.5,54.4,89.0,5.5,3,False,150,35,0.1
107,4.176390165174817,36695.10000000013,972,1.4012849394164744,29.697284112421567,29341.600000000013,315,1.842062970477746,16.425223045516404,16,66.1,38.1,90.0,36.6,6,False,71,55,0.1
238,4.1430369404909415,38200.500000000386,2167,1.2783272604868618,16.783249424865346,24729.4,776,1.3724486722251679,23.64903505226955,14,66.4,45.7,83.0,34.1,6,False,90,55,0.1
290,4.124268127376396,35164.20000000034,2202,1.3476396249974048,11.107685317408611,21608.399999999987,806,1.447435390390918,14.75251191742036,21,17.5,52.7,90.5,11.4,6,False,150,35,0.1
518,4.122246915620321,33313.10000000045,2589,1.379910955607814,9.862462742844487,22430.100000000006,926,1.5499447115561427,15.996157686522828,21,7.6,55.1,92.1,2.6,4,False,120,41,0.1
222,4.110102708836497,36739.20000000038,2431,1.2815111208508967,23.70405460692027,27969.200000000026,806,1.4878564401682863,22.59934240672706,14,71.9,38.3,90.2,39.0,2,False,55,70,0.1
427,4.098565513921455,36321.10000000028,1742,1.3412691030212494,18.982394098088687,25117.799999999996,595,1.5339100860877888,18.965358020986056,21,69.0,41.7,89.4,41.4,3,False,55,35,0.1
132,4.095539223644021,36890.0000000004,2245,1.31457723088468,12.483001884460702,22064.70000000002,827,1.3835518093148813,19.057737804765047,16,81.9,52.5,81.6,41.7,8,False,90,20,0.1
409,4.091851516094734,36208.30000000033,2313,1.2922373876415174,21.437198603919725,25858.79999999998,808,1.4586910556414885,17.509199195781637,16,69.2,42.5,89.8,44.9,3,False,90,41,0.1
54,4.079134736880362,37397.600000000435,2322,1.2902298783672512,12.68886468052807,20869.4,847,1.3243556606896674,15.658221312648138,10,72.1,56.2,87.1,43.0,12,False,150,70,0.1
484,4.072612182268195,34181.90000000063,2969,1.2900106308695642,14.305630906268743,23102.000000000044,1059,1.4154378443699571,14.511500983790892,10,12.2,60.3,87.9,7.2,8,False,90,55,0.1
122,4.071887217026545,36443.900000000285,1728,1.3405071368974377,11.079759706654535,22024.200000000015,628,1.4340641906207203,21.11387880055527,18,71.1,48.4,85.8,57.4,8,False,90,90,0.1
478,4.042246430573403,37181.300000000396,2616,1.2711847470842097,23.71175453759694,27751.400000000016,886,1.4557920444896288,24.962300515293474,14,80.6,38.6,85.0,57.0,2,False,150,55,0.1
39,3.9975940403839316,34603.20000000046,2586,1.3032931434040724,14.016155362859323,24067.100000000006,901,1.4612791257065207,22.32930460873326,10,16.7,62.0,92.2,11.7,12,False,55,20,0.1
141,3.9898748242339033,34537.2000000004,1891,1.3607206642644514,14.453723439685353,22558.10000000002,699,1.49767687107848,15.991373796077985,21,6.0,52.9,96.9,1.0,8,False,71,55,0.1
368,3.988686566946996,34239.50000000052,3067,1.3282091443623707,14.92458003268607,23607.20000000001,1113,1.4752588464798297,18.53987214313935,21,17.6,52.2,88.3,14.2,3,False,120,41,0.1
36,3.9599856264804076,30147.200000000317,1699,1.4724252002312972,13.629941620238139,23080.699999999997,593,1.8074183685606138,10.852060142687852,21,7.8,59.9,86.7,2.8,8,False,71,35,0.1
103,3.9591064845807526,33444.60000000087,3762,1.251427806767015,14.442506562371724,23921.500000000015,1336,1.3871669957595585,19.422053136457272,14,22.0,53.0,95.3,17.0,4,False,150,41,0.1
241,3.9112358086277017,38466.900000000205,1591,1.3189642734540972,19.459314022737292,24264.999999999985,567,1.4327873179849755,25.89952454913554,14,74.1,45.0,85.2,40.7,8,False,40,70,0.1
115,3.894309849191186,36374.400000000416,2685,1.2827750426210252,20.221670401550032,24636.09999999999,981,1.4051583640457117,21.64743225771146,16,71.3,46.9,84.4,54.0,4,False,40,20,0.1
186,3.879720958167248,34937.40000000031,1862,1.311984805012845,23.846695699558033,26791.499999999985,628,1.5480694878015853,21.407999049853032,21,70.1,39.3,85.6,44.1,2,False,90,55,0.1
232,3.8759891908972595,36577.30000000047,2953,1.2683975600288517,19.136137209155414,23851.899999999994,1053,1.3707078635095542,21.40972954961961,18,80.7,43.0,80.4,45.8,2,False,40,41,0.1
113,3.8689115774525913,34387.80000000038,2407,1.2904971206083704,15.141376524600226,24311.099999999962,873,1.4289237869910176,25.11438805657965,16,78.8,51.4,85.4,32.3,6,False,150,41,0.1
298,3.852342660764378,34786.80000000046,2819,1.283377050782843,18.289466179992434,23048.399999999987,1014,1.399338144204863,16.379192999513858,10,79.3,57.5,91.2,45.3,8,False,150,41,0.1
393,3.83827050081965,36783.90000000041,2577,1.2989644637375373,18.659310711555094,22408.100000000057,944,1.3709821347271034,18.380420895306504,12,5.7,54.7,85.8,0.7,8,False,150,35,0.1
2,3.8347385868098853,33643.80000000049,2590,1.3095157049518764,16.168243896828933,22986.100000000028,920,1.449753659882367,17.71967844190283,12,11.5,58.3,92.7,7.0,8,False,150,70,0.1
5,3.784681345807752,30734.500000000473,2723,1.3550691318773749,12.503641057061188,21504.6,971,1.5381248733174684,13.169376719965465,18,5.1,57.4,94.5,0.1,4,False,71,41,0.1
306,3.764594693293099,34361.00000000031,2582,1.2569052491332726,20.900905938932265,23792.899999999994,920,1.3828807662475167,16.781921462089375,10,4.8,53.1,94.8,-0.2,8,False,55,55,0.1
191,3.7607494116404707,37685.000000000444,2282,1.2654164823741199,14.897896247032904,21710.500000000015,826,1.309841044215912,26.465343966802855,16,74.4,45.8,78.2,44.4,6,False,40,41,0.1
52,3.72249683123629,29927.300000000396,2732,1.3369387038229632,11.656990176185404,21081.99999999999,973,1.5054059885407418,13.041618707977248,18,63.7,57.2,89.1,24.8,4,False,71,90,0.1
30,3.720206070032857,35182.300000000585,3434,1.2479426964225444,15.044204362368262,21521.099999999973,1260,1.3021930341887542,20.954883279311108,12,75.2,54.3,82.3,54.4,6,False,55,70,0.1
71,3.7104343742178165,32753.400000000445,2611,1.302601176095603,14.08248181773922,21111.999999999993,932,1.4124339699309214,15.899931962108168,16,16.0,55.1,94.0,7.8,6,False,55,55,0.1
155,3.7094836930055934,33809.80000000036,2051,1.3250798522373053,13.932332567328299,21319.000000000007,755,1.4260996264457981,19.512043974294635,18,11.0,52.9,90.6,6.0,8,False,71,55,0.1
172,3.697827428516537,35201.000000000655,3539,1.2560069003535996,14.171840079462298,22081.000000000007,1289,1.3286953855222778,25.433411615695206,12,77.6,51.4,89.9,52.7,4,False,150,35,0.1
126,3.6975441981821797,33124.70000000036,2211,1.2621294840374568,24.324191583827275,27134.500000000007,754,1.48022773850777,23.592825014013645,18,62.9,39.1,83.3,31.4,2,False,90,70,0.1
430,3.6887810530014686,30380.000000000793,4518,1.243265166237871,14.62585418196143,23190.200000000026,1614,1.3922856234225829,18.12757035722917,14,9.1,52.9,98.6,4.1,2,False,150,90,0.1
387,3.6469955685174837,32271.900000000365,1964,1.3405944167756363,11.217506346765688,20485.599999999977,710,1.4695484353046084,19.388530780497764,14,12.1,58.4,95.4,7.1,12,False,40,90,0.1
243,3.642844337646727,35288.90000000059,3253,1.2730466189987266,14.939634258799192,22402.400000000045,1204,1.356222978054879,27.515792086645796,16,78.4,48.4,86.8,50.7,3,False,150,90,0.1
493,3.608809534451967,36867.500000000386,2313,1.2438376712750079,18.963505442708747,22089.900000000012,808,1.3067023585226556,24.28073983008355,10,64.7,44.4,87.1,25.4,6,False,90,55,0.1
215,3.5836103344922963,34625.90000000049,3042,1.2858179380866337,18.83399407479416,20934.500000000022,1101,1.3620827128400153,15.775210921589919,12,12.7,56.0,92.2,7.7,6,False,90,41,0.1
464,3.568607362355013,28903.60000000066,3747,1.2700450797654927,14.230041705598584,22623.50000000002,1344,1.4513452476428748,17.287346735628574,14,75.1,56.6,87.2,54.8,3,False,55,20,0.1
339,3.5600140367306743,34845.30000000057,3953,1.21331118923714,15.846608010276928,21668.799999999992,1427,1.270037062053391,24.63402139955703,16,66.8,45.1,78.5,36.7,2,False,120,35,0.1
408,3.5178772176608266,30947.200000000616,3586,1.2778955610810432,18.364836379970754,23057.200000000026,1280,1.444958200498661,18.544477269544434,12,13.7,58.3,88.0,8.7,4,False,71,41,0.1
431,3.514364911658958,29749.60000000056,3155,1.3110913125406536,12.394981689114735,20635.1,1124,1.458061036032036,16.47479848824373,18,69.7,55.9,86.2,51.9,3,False,120,35,0.1
268,3.469930922353342,29602.600000000682,3637,1.2663136521439504,15.112453402781464,21438.900000000045,1279,1.4135909406590026,16.060954571592838,12,16.7,58.8,97.6,11.7,4,False,120,70,0.1
498,3.465447948041766,29325.900000000285,1560,1.4068690428291961,14.353544466074396,20215.40000000002,555,1.621259150445307,12.651919055053131,21,16.5,58.6,88.3,11.5,12,False,40,90,0.1
265,3.4457118760018997,31584.60000000034,1929,1.3473369579561354,16.137500489766964,20515.400000000005,691,1.4810999303515024,16.440675908616385,14,7.4,59.4,88.3,5.8,12,False,55,35,0.1
483,3.408664481234008,30425.700000000295,1809,1.3632988809338435,10.68802916893079,18932.40000000002,650,1.4671241089867437,17.90114032718347,16,13.2,60.2,86.4,8.2,12,False,150,35,0.1
34,3.403070112303413,34382.700000000346,2116,1.2405265985577933,26.87314556990874,24864.800000000025,769,1.3868827563887134,23.07751367606123,12,66.0,43.5,82.2,53.5,8,False,120,41,0.1
211,3.402164613806093,33092.20000000017,1078,1.3428728325795596,29.844784798601804,27264.900000000016,362,1.7031476060914759,25.175205606579414,14,78.0,41.1,88.7,21.4,8,False,55,55,0.1
535,3.372885855496201,31946.100000000646,4141,1.2562216527712644,14.664625165023182,21127.200000000015,1498,1.351532355079759,24.17791955484126,12,8.5,54.6,89.6,5.3,3,False,40,70,0.1
419,3.362322081303974,29553.000000000655,3906,1.1948522042766891,18.04687270699313,22157.399999999994,1358,1.3217213531306151,17.163432040559307,10,19.8,56.2,95.3,12.7,6,False,71,55,0.1
158,3.3097256821073064,28713.100000000326,1993,1.3281864711704863,13.097899608401436,19315.200000000023,724,1.4510136318421896,14.589878087442711,12,6.2,63.2,88.6,1.2,12,False,90,90,0.1
48,3.264874778135469,28119.20000000042,2052,1.326132012994619,18.40905312057522,21405.800000000014,724,1.5417297248050064,14.125099535303825,18,17.3,58.6,87.3,8.3,8,False,71,70,0.1
538,3.245787501563465,32264.40000000054,3391,1.2630607419486386,17.31306186991866,22188.89999999995,1238,1.3727259899817585,28.918724717905135,21,78.6,48.4,81.7,36.3,2,False,55,35,0.1
532,3.241062510137593,27036.200000000463,2255,1.323401068904637,11.123890174934365,19044.100000000002,807,1.464950658456913,15.216874471682178,14,15.8,61.9,96.8,10.8,8,False,40,41,0.1
134,3.2401587392532525,34879.900000000576,4108,1.2268443185350861,22.284097940422008,25062.799999999996,1501,1.3350319220609763,37.97721696962743,14,67.3,49.1,80.7,52.7,3,False,150,35,0.1
494,3.2366428260631137,27770.500000000444,2432,1.3539379185970188,13.124133730437979,18804.30000000001,872,1.4963232965223086,12.914451605699517,21,14.3,57.8,87.1,9.3,4,False,40,20,0.1
70,3.2296701478858165,27459.600000000406,2136,1.3119498055681469,14.627215467994233,20250.899999999994,763,1.494927523834896,15.469664839488376,16,11.5,59.3,88.6,6.5,8,False,55,41,0.1
458,3.219041856056191,29102.500000000386,2363,1.3223078805813464,17.16954351906898,20302.6,819,1.4902150633696865,15.630626061820148,18,15.7,57.4,91.0,9.6,6,False,71,90,0.1
504,3.209992913859374,30508.30000000039,2106,1.3190483859497921,14.831703615409204,19979.100000000028,754,1.4383255997630584,21.75888682186127,18,16.2,56.2,90.2,11.2,8,False,55,90,0.1
89,3.163156717473723,32544.600000000493,2827,1.188457754426887,22.858749385000486,22557.49999999997,991,1.2760924669564173,24.232121922626046,12,70.6,39.0,81.5,34.4,3,False,71,90,0.1
185,3.161100940083972,29036.000000000407,2220,1.3251926897722666,12.076275498089982,17765.200000000015,796,1.4086481065302459,15.896799716445045,10,14.2,67.0,97.8,9.2,12,False,90,70,0.1
60,3.15093472134976,28233.500000000487,2333,1.291599705854405,16.879354453803156,20792.7,825,1.4597591608218443,18.160849976464313,14,5.1,59.0,94.4,0.1,8,False,120,41,0.1
435,3.1444669536202614,30227.50000000048,2634,1.2431143407501535,17.3311343754477,20634.50000000004,964,1.3388231623714084,21.378551203226785,18,66.4,53.9,76.2,54.9,8,False,40,35,0.1
316,3.1422551802943355,26862.200000000368,1799,1.3647342044055073,18.784262220191373,21294.10000000002,628,1.649010518102658,14.462820382939935,21,8.1,58.5,97.3,3.1,8,False,55,41,0.1
88,3.1287164698681327,26855.90000000059,3221,1.2882746820551139,11.724187173703669,19049.500000000044,1139,1.4292632252598185,17.443524449304785,12,9.0,61.1,98.4,4.0,4,False,71,41,0.1
77,3.124035153995401,28076.700000000375,1939,1.315887356270109,16.88324297255424,20924.500000000004,685,1.509837603401436,19.321653734238577,21,6.0,56.0,92.3,1.0,8,False,150,55,0.1
194,3.1071069987903117,31652.900000000496,2626,1.2144467644878878,19.079113444740887,20020.30000000001,954,1.275893954678,20.495301053254668,10,75.0,54.0,84.0,56.3,12,False,55,70,0.1
489,3.096103603043267,28330.700000000477,2408,1.2849480156219664,16.179234326498133,19717.700000000015,828,1.438421498500256,17.155016322376852,16,21.1,58.1,91.7,16.1,8,False,55,70,0.1
377,3.0912407914557467,26523.000000000786,4298,1.2394213375025747,12.585423201008311,19559.800000000014,1506,1.3818617708727856,18.30462901931094,16,19.4,55.2,86.9,14.4,2,False,40,90,0.1
153,3.0903802935675624,31272.200000000696,4362,1.1860205875267313,23.87261243075894,22960.199999999975,1521,1.2925443877453513,23.58871112193799,10,69.0,42.7,91.1,29.4,2,False,150,20,0.1
426,3.09002184764091,32144.200000000797,3874,1.2340164838484926,18.916541931990473,19952.900000000016,1427,1.2891012359273801,22.27464250272499,14,75.8,53.5,79.9,59.4,4,False,90,55,0.1
534,3.086947000295431,27621.70000000023,1583,1.3532435145694397,14.348681352473905,19070.5,578,1.5110186341395453,16.574756872766844,21,78.9,57.6,90.9,38.7,12,False,55,90,0.1
49,3.0560740374697124,25423.70000000031,2195,1.359125792977583,12.476266207948086,17847.00000000001,781,1.5117037869578183,10.84877103765588,14,9.3,63.9,87.2,4.3,6,False,71,35,0.1
106,3.020128850336165,33259.10000000039,2309,1.232136812269105,21.083106267029255,20230.100000000002,855,1.2835992676642363,24.660599121413316,14,68.2,49.3,79.1,36.3,8,False,55,55,0.1
400,3.0177191710205933,25144.400000000365,1873,1.3651721048037733,12.45518400579772,17581.89999999999,665,1.5237774633201773,10.509959125413618,16,10.6,62.7,94.1,5.6,8,False,150,55,0.1
15,3.0156749211154135,32714.50000000062,4001,1.2353784675954862,12.44168789119861,17834.500000000044,1441,1.2589980191578203,28.588872510967878,10,77.6,55.5,88.0,35.3,4,False,150,55,0.1
264,3.0134016172442446,27639.80000000062,3746,1.2482256319067442,13.30190058479452,18970.000000000055,1346,1.3567814812167807,19.99021252796408,10,10.5,60.7,97.2,5.5,4,False,71,70,0.1
372,2.9986476764039987,24809.500000000393,1940,1.344214963177554,13.891561427564497,18347.399999999983,689,1.5359189610753783,10.932531614348278,16,5.6,62.0,94.3,0.6,8,False,40,41,0.1
213,2.9977915027287,25831.700000000572,3291,1.2657861215888913,13.079361282219251,19374.000000000025,1164,1.4203350704463706,18.36884975873812,12,10.6,60.6,95.3,5.6,4,False,55,41,0.1
188,2.9898465137869286,30494.600000000413,2910,1.2132236027884813,16.038786639728606,20246.79999999997,1028,1.2975597712028326,27.683399653096608,18,79.2,42.4,74.4,38.8,2,False,90,90,0.1
343,2.963397221089137,28777.100000000755,4171,1.2109620413330815,18.196961079059413,20935.199999999983,1468,1.331943838841894,23.691233965556385,12,20.4,55.5,89.2,15.4,4,False,150,55,0.1
366,2.9515994911552457,32731.800000000163,888,1.3602011204907187,28.205128205128,25337.1,288,1.6964645020835856,34.606612657236,16,68.6,39.4,87.1,34.7,8,False,40,20,0.1
237,2.9482497803061216,33073.500000000306,2075,1.2342435308316013,17.061000007724065,19694.899999999994,739,1.2860377435218178,31.25325387862336,14,80.3,49.5,77.5,50.4,12,False,90,70,0.1
20,2.932083485931357,29069.600000000304,2188,1.244161708332353,19.418592340933166,20489.800000000014,744,1.3648332238288807,21.75951034322455,18,77.2,44.0,84.9,22.0,3,False,55,41,0.1
173,2.92744935480023,26603.700000000375,2196,1.2786822050543436,12.593192470980568,17417.89999999999,776,1.3770181670205686,15.667445786261535,12,17.4,63.4,97.4,12.4,12,False,55,55,0.1
281,2.920081737963012,30853.50000000054,3370,1.2208358026918174,13.975596913751406,18690.199999999997,1251,1.266707573757625,28.192797283508668,18,77.6,47.8,75.8,59.9,3,False,55,70,0.1
332,2.893132341868567,31474.700000000186,1131,1.3161383247673004,30.455090633415306,24528.19999999999,374,1.5857970218406323,26.46874090414701,21,71.6,38.6,84.9,46.7,4,False,120,41,0.1
192,2.883486687550816,25543.800000000418,2080,1.3362933453050352,14.7357662926708,18271.000000000004,745,1.4975477981923695,14.703324055240344,14,14.3,63.4,94.5,11.4,8,False,55,90,0.1
481,2.879380301279544,25606.100000000464,3092,1.232728564988514,15.76535288725864,19017.999999999985,1110,1.362886991365739,15.777549961397783,10,5.2,61.4,91.6,0.2,6,False,55,55,0.1
24,2.8646103528411633,27763.700000000434,2196,1.2895686773502137,16.122147317234376,19441.30000000002,774,1.4366770737404841,22.573507850611744,16,7.5,57.3,93.7,2.5,8,False,71,90,0.1
35,2.8472787058354614,32366.000000000648,5055,1.1856364872111844,22.734824183309797,21526.700000000008,1801,1.2490634104125162,30.49278044045372,14,79.9,42.1,81.0,36.3,1,False,150,35,0.1
542,2.8408307096376806,25402.400000000358,2300,1.31771944021623,11.518771331057948,17215.199999999993,828,1.4439035207599513,16.93066239527517,16,11.5,60.5,98.9,6.5,6,False,120,20,0.1
245,2.8270708450878352,23749.9000000004,2294,1.332362132108559,12.361627952524078,18156.99999999998,797,1.5376060733467958,15.971861140847363,21,19.3,59.3,93.7,9.7,4,False,71,90,0.1
184,2.80218409866828,27483.000000000757,4098,1.204013156966832,18.874900321386747,20137.89999999999,1447,1.3234271434100873,21.78915223159821,12,19.7,55.6,89.3,14.7,4,False,40,41,0.1
180,2.796088488565238,27059.700000000652,3845,1.230632140214988,19.65689100342124,19840.80000000004,1372,1.3527454006272348,18.639161276862033,10,9.7,59.8,93.2,4.7,4,False,150,70,0.1
293,2.783634976324011,32075.800000000185,1410,1.3252619015507738,22.197080413192783,20673.70000000001,455,1.4769041610341915,30.128565760409316,18,80.9,47.9,82.0,24.9,8,False,40,35,0.1
139,2.7773653903804694,23571.10000000032,1777,1.3383434147405775,17.805507092467057,18169.30000000004,627,1.5541414289287006,8.223738794877834,10,4.7,70.0,93.9,-0.3,12,False,120,41,0.1
519,2.76772398632306,32371.700000000135,1061,1.2942114193842154,31.21590190008711,24866.699999999997,369,1.4938386103161807,32.60058067192039,21,64.1,39.4,79.7,39.3,6,False,55,55,0.1
445,2.756143007660022,25141.900000000467,2625,1.3034053896847553,19.376964694309095,19432.899999999983,933,1.4994602624666526,14.741890229959703,18,7.8,58.6,85.3,2.8,4,False,150,90,0.1
179,2.7404789831753753,24879.90000000056,2761,1.250563720281945,15.582266290971978,18818.199999999975,956,1.4059154571084078,18.342710927074897,12,18.9,62.5,92.1,17.9,8,False,90,20,0.1
108,2.6920031524950385,26566.900000000256,1871,1.1978882996156508,22.78232967865648,21175.899999999976,654,1.3607232897247197,20.900520323527928,18,64.6,39.0,74.8,53.5,6,False,71,90,0.1
234,2.689663420235128,27044.800000000578,3566,1.2050956930723506,18.983698672898868,18964.80000000002,1266,1.302757654030477,19.741343782503733,10,15.5,58.9,94.5,10.5,6,False,40,41,0.1
465,2.6783220315869984,25527.200000000725,3954,1.2355490102719122,16.54932680538488,19604.000000000007,1417,1.3847701369384435,23.308830627921985,12,4.4,58.0,97.4,-0.6,3,False,40,70,0.1
