net,trades,pf,fast_ema,slow_ema,trend_leg_bars,min_ema_gap_pips,cross_cooldown,pullback_cooldown,use_pullback,pullback_touch,pullback_adx_min,pullback_min_gap_pips,max_pullbacks_per_leg,atr_period,atr_sl_mult,atr_tp_mult,max_bars_in_trade,htf_ema_period,use_htf_filter,use_adx_filter,adx_period,adx_min,session_start,session_end,max_spread_pips,lot_size,initial_balance
119.62999999999374,79,1.2306831986733258,10,36,48,1.5,2,3,False,0,0.0,0.0,1,20,2.71,6.36,64,100,True,False,14,18.0,8,22,6,0.05,10000.0
89.0599999999904,78,1.1675761110902043,10,46,48,1.5,8,3,False,0,0.0,0.0,1,20,2.71,6.36,64,200,True,False,14,18.0,8,22,6,0.05,10000.0
-270.96000000001004,147,0.7672364917103343,7,46,48,1.5,5,3,False,0,0.0,0.0,1,20,2.71,6.36,64,200,True,False,14,18.0,8,22,6,0.05,10000.0
-133.68000000001302,129,0.8581704755235853,10,46,56,1.5,8,6,True,1,22.0,2.0,1,20,2.71,6.36,64,200,True,False,14,18.0,8,22,6,0.05,10000.0
-733.6100000000006,228,0.5994813419594355,8,30,48,1.5,2,2,True,0,0.0,0.0,1,20,2.71,6.36,64,200,True,False,14,18.0,8,22,6,0.05,10000.0
-215.0100000000166,192,0.8485151653926093,9,34,48,1.5,3,2,True,0,0.0,0.0,1,20,2.71,6.36,64,100,True,False,14,18.0,8,22,6,0.05,10000.0
119.62999999999374,79,1.2306831986733258,10,36,48,1.5,2,3,False,0,0.0,0.0,1,20,2.71,6.36,64,100,True,False,14,18.0,8,22,6,0.05,10000.0
-305.86000000000604,127,0.7057255837670897,11,40,48,1.5,4,3,True,1,20.0,0.0,1,20,2.71,6.36,64,200,True,False,14,18.0,8,22,6,0.05,10000.0
