trial,net,trades,pf,fast_ema,slow_ema,trend_leg_bars,min_ema_gap_pips,cross_cooldown,pullback_cooldown,use_pullback,pullback_touch,atr_period,atr_sl_mult,atr_tp_mult,max_bars_in_trade,htf_ema_period,use_htf_filter,use_adx_filter,adx_period,adx_min,session_start,session_end,max_spread_pips,lot_size,initial_balance
1069,-3744.4800000000114,752,0.6521503253705415,10,44,48,0.6,7,4,True,0,14,2.98,6.33,80,200,True,False,14,17.4,8,21,6.0,0.1,10000.0
1070,-3874.2599999999966,990,0.6595969385110255,9,42,64,2.5,10,3,True,0,14,2.16,5.7,48,100,True,False,14,17.8,7,21,8.0,0.1,10000.0
1071,-3802.9699999999884,800,0.660123797062903,11,52,56,0.6,6,5,True,0,14,2.53,5.78,96,200,True,False,14,23.2,7,21,8.0,0.1,10000.0
1072,-302.09000000000924,76,0.7162301796047194,10,44,32,0.7,7,3,False,1,20,2.98,5.01,48,100,True,True,14,23.3,7,21,6.0,0.1,10000.0
1073,-2711.529999999985,730,0.7290572515727795,12,46,56,0.6,10,2,True,0,14,3.15,6.49,64,200,True,False,14,16.5,8,22,8.0,0.1,10000.0
1074,-3551.9999999999964,853,0.6851708559683257,8,52,72,1.8,9,4,True,0,14,2.75,7.0,64,200,True,False,14,18.9,7,22,6.0,0.1,10000.0
1075,-2417.729999999995,505,0.6770102612127227,11,42,48,1.5,6,3,True,0,14,2.96,6.25,80,200,True,True,14,18.3,8,21,6.0,0.1,10000.0
1076,-6881.8199999999915,1784,0.6505326190782087,11,44,72,0.9,10,2,True,0,14,2.1,7.44,48,200,False,False,14,17.9,8,22,6.0,0.1,10000.0
1077,-90.59000000000196,36,0.8558631662688941,8,52,32,2.2,9,4,False,0,14,2.72,5.56,80,200,True,True,14,18.5,7,22,6.0,0.1,10000.0
1078,-3096.189999999976,870,0.7055501717994098,9,42,40,2.3,9,4,True,0,20,2.22,4.56,80,100,True,False,14,19.0,8,22,8.0,0.1,10000.0
1079,-3526.070000000009,750,0.6163595573099135,12,50,40,2.3,6,3,True,0,20,2.36,7.13,48,200,False,True,14,20.0,8,21,8.0,0.1,10000.0
1080,-2694.569999999989,467,0.569953205995761,11,38,40,0.5,8,5,False,1,20,2.09,6.8,80,100,False,False,14,20.0,7,22,8.0,0.1,10000.0
1081,-3409.839999999992,718,0.6602421859509032,9,42,64,2.0,9,3,True,0,20,3.11,5.92,64,100,True,True,14,17.2,8,21,8.0,0.1,10000.0
1082,40.67999999999665,46,1.063288579118503,10,40,40,2.1,7,2,False,0,14,2.18,5.36,48,200,True,False,14,16.3,8,22,8.0,0.1,10000.0
1083,-1621.7400000000016,438,0.7095389310680186,9,50,40,1.4,7,5,True,1,20,2.8,7.36,48,200,True,False,14,18.7,8,21,8.0,0.1,10000.0
1084,-4250.269999999989,902,0.6402822716127957,8,44,40,1.9,7,2,True,0,14,2.85,4.97,48,100,True,False,14,23.6,7,21,8.0,0.1,10000.0
1085,-847.6400000000012,194,0.6962146896704966,10,40,72,1.2,7,5,False,0,20,3.19,5.39,48,100,False,False,14,20.2,8,21,8.0,0.1,10000.0
1086,-4380.9600000000255,1190,0.7051558159067904,10,46,40,2.2,6,2,True,0,20,2.53,6.07,64,200,False,False,14,22.2,8,22,8.0,0.1,10000.0
1087,-4364.07999999998,1074,0.6757970276986395,11,46,72,0.7,9,3,True,0,14,2.13,4.92,96,100,True,False,14,17.5,7,22,6.0,0.1,10000.0
1088,-2617.9699999999975,612,0.6816306824953242,8,46,40,1.7,10,3,True,0,20,3.13,7.25,48,100,True,True,14,19.6,8,22,6.0,0.1,10000.0
1089,-3533.11999999998,736,0.6292135774794517,9,44,32,2.0,6,2,True,0,20,2.49,6.71,64,100,True,False,14,18.8,7,21,8.0,0.1,10000.0
1090,48.710000000004584,26,1.1381138709311556,9,50,40,2.2,6,4,False,0,20,2.97,5.31,64,100,True,True,14,21.5,8,21,6.0,0.1,10000.0
1091,-5131.4200000000055,1441,0.7271067063183109,8,52,56,1.6,9,3,True,0,14,3.03,5.03,64,200,False,False,14,17.7,8,22,6.0,0.1,10000.0
1092,-4373.489999999996,999,0.6353924032059864,12,48,72,0.7,10,5,True,0,20,2.13,5.8,80,100,True,False,14,17.5,7,21,6.0,0.1,10000.0
1093,-1311.6300000000065,328,0.690550395296549,12,42,32,1.8,10,3,True,0,20,2.88,6.68,48,200,True,True,14,23.5,7,22,8.0,0.1,10000.0
1094,-103.29999999999563,46,0.839621176835895,11,50,32,1.8,9,4,False,0,14,2.76,7.3,48,200,True,False,14,21.0,8,22,8.0,0.1,10000.0
1095,-707.2000000000025,128,0.6912545403744064,8,52,64,1.9,8,5,False,1,14,2.65,5.4,96,100,False,True,14,16.1,7,22,8.0,0.1,10000.0
1096,-413.4300000000003,96,0.6963199647421772,10,50,64,1.3,7,4,False,0,14,2.39,5.11,64,200,True,False,14,20.8,8,21,8.0,0.1,10000.0
1097,-1847.6100000000097,424,0.6813894215514505,10,42,64,2.2,6,5,True,1,20,2.17,6.35,96,200,True,False,14,20.6,8,22,6.0,0.1,10000.0
1098,-141.34999999999854,28,0.7177234148776834,12,38,64,2.1,9,4,False,1,20,2.31,5.56,80,200,True,False,14,23.6,7,22,6.0,0.1,10000.0
1099,-3114.9299999999903,671,0.6438480368897117,11,52,40,1.1,9,4,True,0,14,3.2,5.38,48,200,True,False,14,16.1,7,22,6.0,0.1,10000.0
1100,-5078.119999999993,1313,0.652031265738909,10,42,32,2.2,6,3,True,0,20,2.05,5.7,48,100,False,False,14,18.2,8,22,6.0,0.1,10000.0
1101,88.18000000000029,19,1.284158288218613,9,38,64,2.3,10,3,False,0,20,2.58,6.5,64,200,True,True,14,24.0,8,22,6.0,0.1,10000.0
1102,-4210.4700000000075,987,0.7199749934324507,8,42,56,2.1,6,2,True,0,14,2.82,6.66,96,100,False,True,14,18.8,7,21,8.0,0.1,10000.0
1103,-2600.2699999999895,692,0.7375707223927835,11,46,32,1.6,10,3,True,1,20,2.52,6.21,96,100,False,False,14,20.2,7,22,6.0,0.1,10000.0
1104,-3.2599999999965803,41,0.9949436198098429,8,40,72,2.0,9,4,False,0,14,2.28,7.26,80,200,True,True,14,20.8,7,22,8.0,0.1,10000.0
1105,-2557.8399999999947,795,0.7465254070166711,10,48,56,1.6,9,4,True,0,14,2.45,6.86,64,100,True,False,14,20.9,8,22,6.0,0.1,10000.0
1106,-369.97000000001026,167,0.8369033816638086,10,50,40,0.9,7,2,False,0,20,2.28,7.3,80,200,True,False,14,20.0,8,22,8.0,0.1,10000.0
1107,-147.9499999999971,30,0.7072905331882481,12,46,72,2.1,8,3,False,0,20,2.2,7.04,64,100,True,False,14,19.9,7,21,8.0,0.1,10000.0
1108,-3634.1800000000167,1147,0.7308730493150339,10,48,40,0.7,10,2,True,1,14,2.47,6.48,48,100,False,False,14,17.9,7,22,8.0,0.1,10000.0
1109,-35.31999999999971,39,0.9384132519616389,9,50,48,1.6,10,3,False,0,20,2.85,5.46,80,100,True,True,14,21.3,7,22,6.0,0.1,10000.0
1110,-3712.5199999999904,1085,0.7089160208622782,10,40,56,0.7,10,4,True,0,14,2.54,4.66,48,100,True,False,14,20.8,8,22,8.0,0.1,10000.0
1111,-2908.130000000002,886,0.7523963184647213,10,46,56,1.0,8,3,True,0,20,2.53,6.09,80,100,True,False,14,18.9,8,22,6.0,0.1,10000.0
1112,-3113.039999999992,642,0.6070416028154293,10,46,64,0.9,8,3,True,1,14,2.27,4.87,64,200,True,False,14,21.5,7,21,8.0,0.1,10000.0
1113,-3572.6899999999823,856,0.6876792634430644,8,52,64,1.6,7,2,True,0,20,2.65,5.09,80,200,True,False,14,21.5,8,21,6.0,0.1,10000.0
1114,-381.5899999999983,83,0.7036033027038363,11,46,56,1.2,7,4,False,0,20,2.97,6.85,48,100,False,True,14,22.9,8,22,8.0,0.1,10000.0
1115,72.98999999999796,50,1.101499054399822,9,46,48,2.2,9,2,False,0,20,2.89,7.3,96,100,True,False,14,17.7,8,21,8.0,0.1,10000.0
1116,-260.9600000000046,26,0.5597692229832316,11,50,48,2.4,8,2,False,1,14,2.83,4.84,80,200,True,True,14,16.1,7,22,6.0,0.1,10000.0
1117,-6016.120000000006,1480,0.6930297300082966,8,40,64,1.7,10,4,True,0,20,2.47,6.71,80,200,False,False,14,19.5,8,22,8.0,0.1,10000.0
1118,-925.5100000000002,159,0.6259779832530471,12,48,64,0.8,10,2,False,0,14,2.17,5.82,96,100,True,False,14,20.2,7,22,6.0,0.1,10000.0
1119,-2823.1900000000123,604,0.6677137940693905,11,38,48,2.0,10,4,True,0,14,2.95,6.88,64,200,True,False,14,20.2,8,21,6.0,0.1,10000.0
1120,-2696.1099999999924,650,0.7261965211315666,9,44,72,0.6,10,4,True,1,14,2.93,6.23,96,100,True,False,14,20.6,7,21,6.0,0.1,10000.0
1121,-1826.5400000000081,272,0.5697034517202062,11,52,64,0.6,8,3,False,0,20,2.7,5.16,80,100,False,True,14,18.5,7,22,6.0,0.1,10000.0
1122,-2303.2000000000116,778,0.7754033952781275,10,44,40,1.8,6,2,True,1,14,2.94,4.74,64,100,False,False,14,18.5,8,22,6.0,0.1,10000.0
1123,-99.53999999999724,43,0.8217247246350855,9,50,32,1.6,10,4,False,0,14,2.05,5.48,64,200,True,True,14,19.7,8,21,8.0,0.1,10000.0
1124,-2727.5699999999733,611,0.6993415998033508,12,52,40,1.3,9,3,True,0,14,2.83,6.03,96,100,True,False,14,17.9,7,21,8.0,0.1,10000.0
1125,-1043.7400000000107,291,0.7797668407448436,12,48,56,0.7,8,5,False,0,14,2.78,7.08,96,100,False,False,14,20.5,8,22,6.0,0.1,10000.0
1126,-1167.460000000001,212,0.6229560611687955,8,50,48,1.0,10,2,False,0,14,2.57,5.05,48,100,False,True,14,19.4,8,22,6.0,0.1,10000.0
1127,-2309.4799999999987,463,0.6406686623640925,10,44,48,0.9,6,5,True,0,14,2.98,6.55,48,100,True,True,14,24.0,8,22,6.0,0.1,10000.0
1128,-2425.399999999997,677,0.7342382717050433,10,46,56,2.2,6,4,True,0,14,2.8,6.14,64,200,True,False,14,18.1,8,22,6.0,0.1,10000.0
1129,-189.83999999999833,37,0.705802132407637,11,42,64,2.2,8,4,False,0,20,2.14,6.76,64,200,True,False,14,20.6,7,22,8.0,0.1,10000.0
1130,61.929999999994834,37,1.1049358659369335,11,46,72,2.0,10,2,False,0,14,2.61,6.79,80,200,True,False,14,22.0,8,21,6.0,0.1,10000.0
1131,-2070.1800000000057,655,0.7418300042276337,10,52,40,2.2,6,5,True,0,14,2.77,5.77,48,100,True,False,14,22.2,7,21,8.0,0.1,10000.0
1132,-2835.169999999982,555,0.6444696080496786,9,40,64,1.5,10,5,True,1,20,3.15,5.17,64,100,True,False,14,22.1,8,21,8.0,0.1,10000.0
1133,-5293.979999999986,1069,0.6410763681726962,8,44,72,0.5,6,2,True,0,20,3.16,5.06,64,200,True,False,14,18.1,7,21,8.0,0.1,10000.0
1134,3.460000000006403,59,1.0037089443443958,8,42,40,2.3,10,2,False,1,20,2.54,4.9,80,200,True,False,14,16.5,8,22,6.0,0.1,10000.0
1135,-1280.8299999999927,203,0.5646559781925217,12,44,40,1.0,7,2,True,1,20,2.86,5.43,64,100,True,True,14,23.6,7,22,6.0,0.1,10000.0
1136,-2265.9100000000017,719,0.7640303877615843,11,46,64,1.3,7,3,True,0,20,3.01,6.88,64,200,True,False,14,22.7,7,21,8.0,0.1,10000.0
1137,-3812.7799999999916,958,0.7156653352702715,8,40,64,2.2,6,2,True,0,20,2.63,4.8,96,100,True,False,14,16.1,8,22,6.0,0.1,10000.0
1138,-5071.650000000004,995,0.6038055107019735,8,42,32,0.6,8,3,True,0,14,2.08,5.58,96,100,True,False,14,19.7,8,21,6.0,0.1,10000.0
1139,-3975.2499999999936,962,0.6661426065106075,8,52,40,0.8,10,2,True,0,14,2.74,4.77,48,200,True,False,14,16.7,7,22,6.0,0.1,10000.0
1140,-2592.4500000000126,488,0.6383043436405214,12,52,32,1.8,9,3,True,0,14,2.97,5.26,80,200,True,False,14,16.9,7,21,8.0,0.1,10000.0
1141,-4266.530000000004,959,0.6422629049406193,8,52,48,1.1,9,2,True,0,20,2.35,6.86,64,100,True,False,14,16.7,8,21,6.0,0.1,10000.0
1142,-1318.8900000000012,324,0.7272208330489491,10,42,40,2.3,8,2,True,1,14,2.7,5.42,96,200,True,False,14,20.9,7,21,8.0,0.1,10000.0
1143,-3414.869999999999,795,0.6571522372295642,10,48,32,0.9,7,5,True,0,20,2.72,5.4,48,100,True,False,14,22.6,8,22,6.0,0.1,10000.0
1144,-1974.800000000001,485,0.7061978448359227,11,38,40,0.7,10,2,True,1,14,2.2,5.79,96,200,False,True,14,22.4,8,22,8.0,0.1,10000.0
1145,-2850.070000000008,624,0.6911434023890826,12,50,64,1.8,7,3,True,0,14,3.09,6.0,80,200,True,False,14,16.2,7,22,6.0,0.1,10000.0
1146,-4667.070000000006,1140,0.6433119899483816,12,40,64,0.6,8,3,True,0,20,2.05,5.71,64,200,False,True,14,21.0,7,22,6.0,0.1,10000.0
1147,-100.65999999998894,75,0.9146167678892545,10,46,64,1.4,9,2,False,0,14,2.27,7.4,96,200,True,False,14,17.5,7,21,6.0,0.1,10000.0
1148,-3159.7900000000072,852,0.714929485467655,9,44,72,2.0,7,2,True,0,14,3.05,6.78,48,100,True,False,14,20.4,8,21,8.0,0.1,10000.0
1149,-2523.139999999993,806,0.7266029895382414,11,52,40,1.7,10,2,True,1,14,2.15,4.86,48,100,False,False,14,19.1,7,21,6.0,0.1,10000.0
1150,-351.50000000000546,71,0.7386267307148913,11,44,56,2.0,10,5,False,1,14,2.47,6.13,80,200,False,False,14,23.5,8,22,8.0,0.1,10000.0
1151,-1143.8799999999974,214,0.6314641493628881,11,44,32,0.6,10,4,False,0,14,2.52,7.17,64,200,True,False,14,20.2,7,22,6.0,0.1,10000.0
1152,-802.6600000000053,119,0.6438320908768194,12,48,72,1.0,10,3,False,0,14,3.17,5.07,80,100,True,False,14,17.6,7,22,8.0,0.1,10000.0
1153,-2793.7400000000125,556,0.6468907951763372,11,38,56,1.1,10,4,True,1,20,3.04,5.8,64,100,True,False,14,20.4,8,21,6.0,0.1,10000.0
1154,59.900000000001455,46,1.0722670623861401,12,40,72,1.5,7,3,False,0,20,3.16,4.95,96,100,True,True,14,18.8,7,22,8.0,0.1,10000.0
1155,-2647.399999999994,774,0.77097050750008,10,42,56,1.0,8,3,True,0,14,3.14,5.17,96,100,True,False,14,16.7,7,21,8.0,0.1,10000.0
1156,-755.0600000000031,152,0.7013022976137729,8,40,72,1.3,6,3,False,0,20,2.68,5.36,96,100,True,False,14,19.7,7,21,6.0,0.1,10000.0
1157,-513.7799999999952,97,0.6188434289105679,10,50,56,0.5,6,3,False,0,14,2.55,4.59,64,100,True,True,14,21.9,8,21,8.0,0.1,10000.0
1158,-3452.0499999999975,663,0.6190172951723392,8,42,32,1.8,8,4,True,0,20,2.52,5.48,80,200,True,True,14,16.4,8,21,6.0,0.1,10000.0
1159,-4011.760000000003,1044,0.714133020181478,11,50,40,2.2,8,5,True,0,14,2.4,4.52,96,100,False,False,14,19.9,7,22,6.0,0.1,10000.0
1160,-2530.749999999988,647,0.7360497205876524,10,50,32,1.5,9,3,True,0,14,2.9,4.88,96,100,True,False,14,23.9,8,22,8.0,0.1,10000.0
1161,49.39000000000124,37,1.091140595301803,10,50,40,2.2,8,2,False,0,20,3.02,5.83,80,200,True,False,14,22.6,7,21,6.0,0.1,10000.0
1162,-5.629999999995562,102,0.9959334912747023,10,38,32,1.3,6,4,False,1,20,3.19,7.42,64,100,True,False,14,22.5,8,21,8.0,0.1,10000.0
1163,-3386.309999999995,797,0.6974561302409854,11,50,64,0.8,6,3,True,0,20,3.01,6.31,80,100,True,False,14,20.6,7,21,8.0,0.1,10000.0
1164,118.76000000000386,52,1.1488668271159246,10,46,72,2.1,6,2,False,1,20,2.93,6.14,48,100,True,False,14,16.0,8,21,8.0,0.1,10000.0
1165,-191.01999999999862,73,0.8155679141080601,9,48,72,1.7,8,3,False,0,20,2.7,5.76,48,200,True,False,14,22.9,7,22,6.0,0.1,10000.0
1166,-2602.8500000000013,498,0.582141332023336,8,38,40,0.7,8,4,True,1,20,2.1,6.68,64,100,True,True,14,19.2,8,22,6.0,0.1,10000.0
1167,-7631.8099999999895,1546,0.5930052976756142,9,52,40,0.7,10,5,True,0,14,2.2,7.5,64,100,False,False,14,20.4,7,21,6.0,0.1,10000.0
1168,-2618.4400000000132,569,0.694033129545497,10,38,32,0.9,9,2,True,0,20,2.9,6.27,96,200,True,True,14,16.8,8,21,8.0,0.1,10000.0
1169,32.56999999999971,54,1.0419489451585482,12,38,72,1.5,6,4,False,0,20,3.04,7.26,48,100,True,False,14,18.7,8,21,6.0,0.1,10000.0
1170,-3022.8800000000047,826,0.7097712930043752,8,52,40,1.6,9,2,True,0,20,2.72,4.67,64,200,True,False,14,16.8,7,21,8.0,0.1,10000.0
1171,-3199.759999999994,625,0.6673368944817447,9,42,40,1.9,10,5,True,0,20,2.93,6.11,96,200,True,False,14,19.6,8,21,6.0,0.1,10000.0
1172,-4797.300000000009,1137,0.6484173172774822,9,46,64,0.5,10,4,True,0,14,2.02,6.45,80,100,True,False,14,23.0,7,21,6.0,0.1,10000.0
1173,-3001.8899999999894,729,0.7099656815573153,11,38,56,1.7,9,4,True,0,20,2.8,4.56,96,200,True,False,14,21.0,7,21,8.0,0.1,10000.0
1174,-5062.469999999986,1159,0.612687403027827,9,40,48,0.6,6,5,True,0,20,2.09,5.94,48,100,True,False,14,16.4,8,21,8.0,0.1,10000.0
1175,-1440.879999999992,348,0.6735503954651217,9,40,64,1.6,7,3,True,1,20,2.6,5.16,48,200,True,True,14,19.4,7,21,8.0,0.1,10000.0
1176,-1048.0399999999936,259,0.739460744099558,9,38,40,0.7,6,5,True,1,20,2.92,6.64,96,200,True,True,14,22.4,7,22,6.0,0.1,10000.0
1177,-3514.399999999997,796,0.6724358251412774,10,40,32,0.5,6,2,True,0,20,2.31,7.48,96,200,True,False,14,19.8,8,22,6.0,0.1,10000.0
1178,-2767.6799999999957,817,0.7327547499934822,9,40,56,2.3,8,2,True,0,20,2.92,5.99,48,200,True,False,14,17.2,7,22,6.0,0.1,10000.0
1179,-1107.5599999999922,222,0.6438427526328483,9,50,32,0.8,8,5,False,0,20,2.51,5.89,64,100,True,False,14,19.5,7,22,6.0,0.1,10000.0
1180,-1012.5400000000045,154,0.558509849746671,8,52,32,1.2,8,5,False,1,14,2.58,6.67,64,100,True,False,14,18.5,7,21,6.0,0.1,10000.0
1181,-181.28999999999542,29,0.6715582368606989,11,46,32,2.2,10,4,False,0,14,2.46,4.99,64,200,True,False,14,21.5,8,21,8.0,0.1,10000.0
1182,-3688.469999999991,796,0.6541155751940195,9,46,32,1.4,9,4,True,0,20,2.78,5.63,64,100,True,False,14,22.9,7,22,6.0,0.1,10000.0
1183,-159.44999999999345,43,0.7994163008063603,12,50,56,1.3,7,4,False,0,14,3.07,5.79,96,100,True,True,14,21.6,8,22,6.0,0.1,10000.0
1184,-3250.6899999999932,722,0.6717144582620516,9,38,72,1.2,8,3,True,0,20,2.95,6.56,64,200,True,True,14,19.3,7,22,8.0,0.1,10000.0
1185,-2912.3099999999977,613,0.6724082852084239,11,46,32,1.1,8,5,True,0,20,2.6,7.15,96,200,True,False,14,17.3,7,21,6.0,0.1,10000.0
1186,-1099.3100000000086,260,0.6767296263295487,12,46,40,2.2,9,3,True,1,14,2.55,5.12,48,100,True,True,14,17.2,7,21,6.0,0.1,10000.0
1187,-3125.689999999987,735,0.6554042731462086,11,48,72,2.3,9,2,True,0,20,2.2,6.84,64,200,True,False,14,18.1,8,21,6.0,0.1,10000.0
1188,-1504.9399999999932,365,0.7148919482655078,10,42,32,2.2,10,2,True,1,14,2.22,7.2,96,100,True,False,14,17.5,8,22,8.0,0.1,10000.0
1189,-3805.860000000014,967,0.7054055351119052,8,38,56,1.6,6,5,True,0,14,2.97,4.74,64,200,True,False,14,21.5,7,22,6.0,0.1,10000.0
1190,-3829.8700000000017,1007,0.7574683906626595,9,42,56,2.2,7,4,True,0,14,3.02,7.09,96,100,False,False,14,22.3,8,21,6.0,0.1,10000.0
1191,-5640.250000000005,1030,0.6346436994701921,12,44,64,0.6,9,4,True,0,14,3.06,6.35,80,100,False,True,14,17.8,7,21,8.0,0.1,10000.0
1192,-281.06000000000495,78,0.764882047850092,9,52,40,1.6,6,3,False,0,20,2.27,6.46,80,200,True,False,14,22.6,8,22,8.0,0.1,10000.0
1193,-3174.149999999997,734,0.6761884261705735,10,42,56,2.2,10,4,True,0,20,2.32,6.75,80,100,True,True,14,16.0,8,22,6.0,0.1,10000.0
1194,-941.5999999999767,373,0.819263001508701,11,52,48,2.0,6,3,True,1,14,2.8,7.27,64,100,True,False,14,22.2,8,22,6.0,0.1,10000.0
1195,-566.8499999999967,114,0.705295172736489,12,38,48,1.0,10,2,False,0,14,3.08,5.55,64,100,True,False,14,16.1,7,21,8.0,0.1,10000.0
1196,-2622.7099999999828,614,0.6828139437008084,8,38,40,2.1,8,4,True,0,14,3.19,5.35,48,100,True,True,14,20.0,8,21,6.0,0.1,10000.0
1197,-1724.5399999999827,483,0.694267899849132,9,44,40,1.1,7,5,True,1,20,2.16,6.94,48,200,False,True,14,21.9,7,21,6.0,0.1,10000.0
1198,-3596.579999999987,832,0.6589432359132892,10,46,32,0.8,10,2,True,0,20,2.38,7.12,64,100,True,False,14,17.9,8,22,6.0,0.1,10000.0
1199,-6234.719999999998,1453,0.6735526501803787,8,52,56,1.1,8,4,True,0,14,2.46,6.29,80,100,False,False,14,23.2,8,21,6.0,0.1,10000.0
1200,-3677.3399999999956,853,0.708180275064457,9,50,56,0.7,7,2,True,0,14,2.87,4.88,96,200,True,False,14,17.2,8,22,8.0,0.1,10000.0
1201,-5162.140000000009,1220,0.6312095954346101,8,42,72,0.6,10,5,True,0,14,2.03,6.21,64,200,True,False,14,18.2,7,21,6.0,0.1,10000.0
1202,-7103.1,1515,0.6236764224385933,8,48,72,1.0,8,4,True,0,14,2.33,6.66,64,100,False,True,14,16.8,7,21,8.0,0.1,10000.0
1203,-3752.459999999972,1056,0.7161890802159179,11,52,72,0.8,9,3,True,1,20,3.03,4.96,48,100,False,False,14,21.0,8,21,6.0,0.1,10000.0
1204,-1527.2899999999936,322,0.6768932638584777,8,46,64,1.5,6,5,True,1,20,3.0,5.09,64,100,True,True,14,20.7,8,22,6.0,0.1,10000.0
1205,-3697.289999999989,995,0.7431120949486612,10,38,40,1.2,10,4,True,0,14,3.06,5.5,80,100,False,True,14,17.4,8,22,8.0,0.1,10000.0
1206,-1946.9200000000174,432,0.6892549953474119,9,50,40,0.5,10,4,True,0,14,2.79,6.84,80,200,True,True,14,23.0,8,21,8.0,0.1,10000.0
1207,-2553.0900000000056,569,0.6848040928344533,9,42,40,0.9,8,2,True,1,14,2.42,6.89,96,100,True,False,14,17.4,8,21,8.0,0.1,10000.0
1208,-3770.520000000006,852,0.6353927738431845,9,38,32,2.2,7,3,True,0,14,2.34,6.22,48,100,False,True,14,21.2,8,21,8.0,0.1,10000.0
1209,-4016.2499999999773,991,0.701369184645859,8,42,56,1.3,8,4,True,1,20,2.52,5.06,96,200,False,False,14,16.2,7,21,6.0,0.1,10000.0
1210,-3342.9400000000023,771,0.67775288610582,8,44,40,1.2,7,3,True,0,20,3.0,4.78,64,200,True,True,14,16.4,7,21,8.0,0.1,10000.0
1211,-48.94999999999527,87,0.9652353626317434,11,38,48,1.3,9,2,False,1,20,3.0,4.66,96,100,True,False,14,17.7,8,21,6.0,0.1,10000.0
1212,-2429.9099999999835,627,0.7146911329060195,12,48,40,1.4,7,4,True,0,20,2.99,6.48,64,100,True,False,14,22.3,7,21,8.0,0.1,10000.0
1213,-2705.7299999999886,823,0.7494007616902411,10,40,56,1.1,7,2,True,0,20,3.08,5.36,64,200,True,False,14,19.8,8,22,8.0,0.1,10000.0
1214,221.46999999999935,26,1.6153824779793826,11,38,56,2.2,7,4,False,0,14,2.75,4.64,80,200,True,False,14,18.6,8,21,8.0,0.1,10000.0
1215,-3678.629999999999,1092,0.7017422953153669,8,40,56,1.7,10,3,True,0,14,2.05,5.01,64,200,True,False,14,22.2,7,22,6.0,0.1,10000.0
1216,-178.3399999999947,109,0.8723032529231916,9,46,48,1.4,8,3,False,0,20,2.54,6.78,48,100,True,False,14,22.2,8,21,8.0,0.1,10000.0
1217,-5163.259999999989,1516,0.7183236436381608,9,50,64,1.6,8,5,True,0,20,2.88,5.3,48,100,False,False,14,17.8,8,22,8.0,0.1,10000.0
1218,-3184.8800000000247,812,0.7051211780042664,10,42,32,1.3,8,3,True,1,14,3.0,4.6,64,200,False,False,14,18.1,8,21,8.0,0.1,10000.0
1219,-521.5300000000025,82,0.5890876142451937,11,50,72,0.7,7,5,False,1,20,2.33,5.87,96,200,True,True,14,22.0,8,22,8.0,0.1,10000.0
1220,-1650.6499999999924,377,0.664197626303519,11,52,40,1.9,9,3,True,1,14,2.44,5.39,48,200,False,True,14,20.9,7,21,6.0,0.1,10000.0
1221,-1266.0499999999956,174,0.49859008784228,11,52,72,0.8,6,2,False,0,20,2.05,5.86,96,100,True,False,14,18.9,8,21,8.0,0.1,10000.0
1222,-667.6800000000094,203,0.7807960130403523,8,44,72,1.0,8,5,False,1,14,2.25,5.69,96,100,True,False,14,19.8,7,21,6.0,0.1,10000.0
1223,-1011.3999999999905,190,0.6865363099056881,9,50,56,2.3,9,4,True,1,14,2.93,5.86,96,200,True,True,14,22.1,7,22,8.0,0.1,10000.0
1224,-5448.850000000003,1392,0.6862931250877988,9,50,40,1.1,7,5,True,0,20,2.96,6.41,48,200,False,False,14,17.1,7,22,6.0,0.1,10000.0
1225,-175.02000000000044,58,0.7902922393031309,10,50,72,2.0,10,5,False,1,20,2.04,5.67,64,100,True,False,14,22.1,7,22,6.0,0.1,10000.0
1226,-2597.7199999999766,741,0.723119557455154,12,42,64,2.2,6,3,True,0,14,2.5,5.47,64,100,True,False,14,19.7,7,22,8.0,0.1,10000.0
1227,-1288.9399999999969,330,0.7146803673688942,12,46,40,1.3,8,3,True,0,14,3.17,4.76,64,200,True,True,14,23.9,7,21,8.0,0.1,10000.0
1228,-1306.9899999999998,306,0.6759743157477192,10,50,56,0.6,9,3,True,1,20,2.98,5.82,48,200,True,True,14,20.2,8,21,8.0,0.1,10000.0
1229,-2559.4899999999907,387,0.5493189133604266,9,38,72,0.8,6,5,False,1,14,2.5,6.01,48,200,False,False,14,23.6,8,21,6.0,0.1,10000.0
1230,-7.280000000000655,109,0.9953875298575077,10,38,32,1.3,8,3,False,1,14,2.39,5.1,96,100,True,False,14,16.4,7,22,8.0,0.1,10000.0
1231,-2376.290000000001,383,0.5755146881503381,8,52,32,0.9,10,2,False,1,14,2.55,5.71,64,200,False,False,14,21.2,8,22,8.0,0.1,10000.0
1232,-306.9400000000005,101,0.7902570024805078,8,38,56,0.8,10,4,False,0,20,2.76,4.77,96,100,True,True,14,21.5,8,21,6.0,0.1,10000.0
1233,-988.8400000000147,198,0.6250459762705567,11,50,56,0.8,10,2,False,0,14,2.29,4.86,48,100,True,False,14,21.4,8,22,8.0,0.1,10000.0
1234,-3192.8900000000185,802,0.6931220643514349,9,48,64,1.3,7,4,True,1,20,3.08,4.74,48,200,False,True,14,17.1,7,22,6.0,0.1,10000.0
1235,-3352.1899999999996,840,0.6705561506786041,11,38,64,0.7,7,3,True,0,14,2.01,6.15,80,200,True,True,14,16.5,8,22,6.0,0.1,10000.0
1236,-3701.239999999996,864,0.671455302710207,9,46,40,1.3,7,4,True,0,20,2.27,6.79,80,100,False,True,14,22.5,8,22,6.0,0.1,10000.0
