trial,net,trades,pf,fast_ema,slow_ema,trend_leg_bars,min_ema_gap_pips,cross_cooldown,pullback_cooldown,use_pullback,pullback_touch,atr_period,atr_sl_mult,atr_tp_mult,max_bars_in_trade,htf_ema_period,use_htf_filter,use_adx_filter,adx_period,adx_min,session_start,session_end,max_spread_pips,lot_size,initial_balance
1,-3117.4199999999983,737,0.6817202149349794,10,46,48,1.5,8,3,True,0,20,2.71,6.36,64,200,True,False,14,18.0,8,22,6.0,0.1,10000.0
2,178.10999999999513,78,1.1675588210391639,10,46,48,1.5,8,3,False,0,20,2.71,6.36,64,200,True,False,14,18.0,8,22,6.0,0.1,10000.0
3,-3117.4199999999983,737,0.6817202149349794,10,46,48,1.5,8,3,True,0,20,2.71,6.36,64,200,True,False,14,18.0,8,22,6.0,0.1,10000.0
4,-2075.7300000000223,514,0.6991599732165374,10,46,64,1.5,8,2,True,1,20,2.71,6.36,64,200,True,False,14,18.0,8,22,6.0,0.1,10000.0
5,-2699.9400000000005,766,0.7313396300763013,10,46,56,1.5,6,3,True,0,20,2.71,6.36,64,200,True,False,14,18.0,8,22,6.0,0.1,10000.0
6,-221.02000000000044,89,0.8285523682454968,8,38,72,1.1,7,3,False,0,14,2.71,4.6,48,100,True,True,14,20.8,7,22,6.0,0.1,10000.0
7,-2286.7599999999893,636,0.6993795025503496,11,46,32,2.0,7,5,True,0,14,2.26,6.79,48,100,True,False,14,18.9,8,22,6.0,0.1,10000.0
8,-1149.9000000000178,209,0.598209606071406,11,40,56,0.7,8,4,False,0,14,2.05,5.18,80,100,True,False,14,19.0,8,22,6.0,0.1,10000.0
9,-164.45999999999913,61,0.8305776184442315,10,48,40,1.8,6,3,False,1,14,2.2,5.64,64,200,True,False,14,22.6,8,22,8.0,0.1,10000.0
10,-249.66999999999462,63,0.7609715467391721,8,44,64,2.3,8,3,False,0,20,3.06,6.43,64,200,True,False,14,22.0,8,22,8.0,0.1,10000.0
11,-1498.5100000000002,372,0.6994878191604564,10,44,40,1.5,6,2,True,0,14,2.95,5.77,48,200,True,True,14,24.0,8,21,6.0,0.1,10000.0
12,-4801.090000000018,1076,0.6958667540006613,12,46,72,1.2,8,5,True,0,14,3.14,7.13,80,100,False,False,14,23.0,8,21,6.0,0.1,10000.0
13,-99.16000000000531,38,0.8244116657517752,10,42,64,2.4,10,2,False,0,20,2.02,7.29,80,100,True,False,14,23.0,7,21,8.0,0.1,10000.0
14,-1238.5700000000088,239,0.6659375337145323,8,42,40,1.8,10,3,True,1,20,3.16,7.29,64,200,True,True,14,21.2,8,22,6.0,0.1,10000.0
15,-442.5999999999949,160,0.7905982097235101,9,44,32,1.2,10,3,False,0,14,2.09,6.39,64,100,True,False,14,16.6,7,22,8.0,0.1,10000.0
16,-3776.7900000000027,901,0.6716180297551302,9,42,72,2.4,10,5,True,0,20,2.23,4.79,96,200,True,False,14,19.7,7,21,6.0,0.1,10000.0
17,-5189.129999999993,1342,0.662650077622994,11,48,32,1.0,7,5,True,0,14,2.33,5.25,48,200,False,False,14,16.4,7,21,6.0,0.1,10000.0
18,-1494.159999999998,429,0.7806328666041229,9,50,56,1.5,9,2,True,0,14,3.18,5.3,96,200,True,True,14,23.7,8,21,6.0,0.1,10000.0
19,-721.4000000000015,121,0.6026482770776416,10,44,32,1.7,10,2,False,0,14,2.06,5.93,64,100,False,False,14,22.8,7,21,6.0,0.1,10000.0
20,-401.99000000000524,55,0.5768615397570577,11,40,64,1.0,10,2,False,0,20,2.79,6.2,80,200,True,True,14,21.7,7,22,8.0,0.1,10000.0
21,-2528.50999999999,660,0.6877634890331759,9,46,56,1.1,6,2,True,1,14,2.09,5.14,80,100,True,False,14,23.0,8,22,6.0,0.1,10000.0
22,-152.28999999999724,28,0.7288138611393058,11,46,64,2.5,10,2,False,1,20,3.12,4.81,64,200,True,False,14,21.9,7,22,8.0,0.1,10000.0
23,-2489.8199999999924,801,0.7506804212904273,12,44,72,1.2,8,5,True,0,14,2.76,6.99,48,100,True,False,14,21.1,8,21,8.0,0.1,10000.0
24,-1326.809999999994,254,0.6240351593049747,12,50,64,0.5,6,3,False,0,20,2.7,4.94,64,100,True,False,14,23.2,7,22,6.0,0.1,10000.0
25,-4393.580000000005,832,0.6472193182347397,9,40,48,2.1,9,3,True,0,14,3.06,4.57,80,200,False,True,14,22.5,8,21,6.0,0.1,10000.0
26,-3422.9099999999844,939,0.6932455793670639,11,38,56,0.9,9,4,True,0,14,2.03,5.08,80,200,True,False,14,18.8,8,22,6.0,0.1,10000.0
27,-2071.2899999999845,386,0.6406106854334972,8,46,40,1.7,8,2,True,1,20,2.41,6.86,96,100,True,True,14,17.5,7,22,6.0,0.1,10000.0
28,-629.9699999999993,122,0.7058826275736496,12,44,48,1.4,8,4,False,0,20,2.61,6.5,80,200,False,False,14,20.4,7,22,8.0,0.1,10000.0
29,-2879.1500000000106,714,0.7134472716704785,9,46,56,1.6,6,4,True,0,20,2.94,6.32,80,200,True,False,14,21.4,8,21,6.0,0.1,10000.0
30,-2870.5200000000004,711,0.6843126300462338,10,48,32,2.1,7,4,True,0,14,2.03,5.23,96,100,True,False,14,23.1,7,22,8.0,0.1,10000.0
31,-3407.269999999986,907,0.7571950302680477,11,44,40,1.8,6,2,True,0,14,2.96,6.59,96,100,False,False,14,23.3,7,22,6.0,0.1,10000.0
32,-566.1600000000108,91,0.667647007026751,11,48,56,1.7,10,5,False,0,14,2.89,5.92,80,100,False,False,14,22.1,8,21,8.0,0.1,10000.0
33,-3168.3799999999947,683,0.6343984279171634,11,40,72,1.1,8,4,True,1,14,2.17,5.19,64,100,True,False,14,19.3,8,22,6.0,0.1,10000.0
34,-136.86999999999716,42,0.782147802696293,9,50,56,2.3,10,2,False,0,20,2.01,5.56,96,200,False,True,14,21.9,7,22,6.0,0.1,10000.0
35,-526.2499999999927,185,0.7965247785454953,10,50,56,0.6,8,5,False,0,20,3.1,7.44,48,200,False,True,14,21.3,7,22,6.0,0.1,10000.0
36,-3155.059999999986,653,0.6806590343434303,11,42,32,1.0,8,3,True,0,20,2.91,5.64,96,200,True,False,14,16.2,7,22,6.0,0.1,10000.0
37,-499.40999999999985,97,0.6724084775892265,8,38,32,2.4,7,2,False,0,14,2.15,6.51,64,200,False,False,14,22.1,7,21,6.0,0.1,10000.0
38,-5360.250000000001,1373,0.6611744939504137,10,40,64,0.6,8,5,True,1,14,2.09,6.57,64,100,False,False,14,22.8,7,21,8.0,0.1,10000.0
39,-3469.0699999999806,853,0.6905724160998997,12,50,72,1.2,10,4,True,0,20,2.13,7.38,96,100,True,False,14,21.9,8,22,8.0,0.1,10000.0
40,-2248.1299999999965,660,0.7558110990906445,11,46,48,2.2,6,4,True,0,20,2.68,6.5,80,100,True,False,14,17.5,7,22,8.0,0.1,10000.0
41,-375.3599999999951,70,0.6701610706408555,10,46,64,1.9,8,2,False,0,14,2.29,5.72,64,200,False,True,14,19.9,7,21,8.0,0.1,10000.0
42,-3414.900000000007,975,0.7337490556196187,9,50,72,1.0,10,4,True,1,20,2.51,6.74,80,200,False,False,14,18.2,8,21,6.0,0.1,10000.0
43,-1383.7300000000014,408,0.7461348646491703,9,48,32,2.0,7,3,True,1,20,2.33,6.27,80,100,True,False,14,17.8,7,22,6.0,0.1,10000.0
44,-880.9600000000082,204,0.6636671489819838,12,42,48,0.6,6,4,False,0,20,2.12,4.54,80,200,True,False,14,18.7,7,22,8.0,0.1,10000.0
45,-6146.270000000006,1705,0.7075652858226303,8,40,56,1.5,10,2,True,0,20,2.1,5.24,96,100,False,False,14,19.6,8,22,8.0,0.1,10000.0
46,75.78000000000065,43,1.1288885109278,10,38,64,2.4,6,3,False,0,20,2.79,4.97,64,100,True,False,14,19.3,8,22,6.0,0.1,10000.0
47,-636.6499999999924,104,0.5972379500351108,9,46,72,1.1,9,2,False,0,20,2.95,6.38,64,200,True,True,14,17.8,7,22,6.0,0.1,10000.0
48,-2820.7700000000077,714,0.7162086162507708,8,38,40,2.1,10,4,True,0,20,2.83,6.6,80,200,True,False,14,20.8,8,22,8.0,0.1,10000.0
49,138.1500000000069,34,1.2361942212343993,8,40,40,2.4,10,2,False,0,14,2.92,5.03,96,200,True,True,14,19.5,8,21,8.0,0.1,10000.0
50,-3466.489999999986,831,0.6482081550182113,10,50,48,1.1,6,3,True,0,20,2.35,7.34,48,200,True,False,14,18.0,7,22,6.0,0.1,10000.0
51,-503.0500000000029,103,0.6577891156462584,12,52,56,0.6,10,4,False,0,20,2.91,5.11,64,200,True,True,14,19.9,7,21,6.0,0.1,10000.0
52,-3230.1500000000033,820,0.7088648781164882,10,38,64,1.3,7,2,True,0,14,2.6,6.65,80,200,True,False,14,17.9,7,22,6.0,0.1,10000.0
53,-350.21999999999207,74,0.7125598115576859,12,42,32,1.1,9,4,False,0,14,2.34,5.4,96,100,True,True,14,19.9,8,22,8.0,0.1,10000.0
54,-3288.1800000000076,746,0.7118018062236183,10,44,72,1.0,9,3,True,0,20,2.89,6.62,96,200,False,True,14,23.8,8,21,6.0,0.1,10000.0
55,-104.33999999999833,28,0.7920105250568114,12,48,32,2.2,9,2,False,0,14,2.87,5.73,64,100,True,False,14,18.7,8,21,8.0,0.1,10000.0
56,-259.78999999998996,44,0.6927343907083466,12,50,48,1.8,9,2,False,0,14,2.76,7.26,64,100,True,False,14,22.1,7,22,6.0,0.1,10000.0
57,-3669.129999999992,851,0.6385143456149374,10,38,32,1.1,6,4,True,0,20,2.17,6.09,64,100,True,False,14,20.9,8,21,8.0,0.1,10000.0
58,-2220.9699999999975,427,0.6754628479579162,12,42,40,1.4,8,5,True,1,14,3.08,5.9,80,100,True,False,14,23.6,8,22,8.0,0.1,10000.0
59,-3816.7700000000114,965,0.7169699949352597,11,46,40,2.5,9,2,True,0,20,2.69,7.48,80,100,False,False,14,18.2,7,22,8.0,0.1,10000.0
60,-26.93999999999869,62,0.9655710050097126,9,48,40,1.8,10,4,False,1,14,2.75,7.21,48,200,True,False,14,20.6,7,21,8.0,0.1,10000.0
61,-873.9199999999983,266,0.789602929457564,10,50,40,0.9,10,4,False,1,20,3.0,5.27,96,200,False,False,14,22.4,8,21,6.0,0.1,10000.0
62,-2778.520000000016,919,0.7764448510273326,9,50,64,1.2,9,2,True,1,14,2.55,6.52,80,200,False,False,14,16.9,7,22,6.0,0.1,10000.0
63,-823.3299999999999,125,0.5373458906034009,12,48,64,0.9,6,5,False,0,20,2.14,4.64,48,200,True,False,14,16.8,7,22,8.0,0.1,10000.0
64,-644.3600000000097,81,0.5649772820869424,10,50,64,2.0,7,5,False,0,20,2.74,7.32,80,100,False,False,14,17.7,8,21,8.0,0.1,10000.0
65,-3676.689999999996,1035,0.7761712127161543,8,48,64,2.3,8,2,True,0,14,3.16,7.35,96,100,False,False,14,21.1,7,21,8.0,0.1,10000.0
66,-435.8199999999997,194,0.820969954895372,9,42,64,0.9,10,3,False,0,14,2.39,4.94,48,200,True,False,14,20.3,7,21,6.0,0.1,10000.0
67,-3729.479999999993,978,0.6586469551273251,9,38,48,2.1,7,4,True,0,20,2.06,6.73,48,100,True,False,14,22.2,7,22,6.0,0.1,10000.0
68,-2650.2699999999904,738,0.730857816006743,12,38,72,2.1,10,4,True,1,14,2.07,5.94,96,200,False,False,14,19.9,8,21,6.0,0.1,10000.0
69,-1798.9200000000037,412,0.6544452533572549,10,42,32,0.8,10,4,True,1,20,2.54,6.32,48,100,False,True,14,23.0,7,22,8.0,0.1,10000.0
70,-533.1000000000022,81,0.628167481568797,9,50,48,2.2,9,5,False,0,20,2.51,6.5,80,100,False,False,14,16.5,7,21,8.0,0.1,10000.0
71,-225.22999999999774,78,0.8182471090452789,8,48,40,1.6,10,4,False,0,20,2.42,6.5,96,100,True,True,14,18.5,7,21,6.0,0.1,10000.0
72,-2067.6900000000032,628,0.7461848365666476,11,44,32,1.2,10,4,True,0,14,2.97,7.04,48,200,True,False,14,18.2,8,22,8.0,0.1,10000.0
73,-2237.099999999996,522,0.6849842639987045,8,42,40,1.6,9,2,True,1,14,2.11,6.09,96,200,True,False,14,17.3,8,22,6.0,0.1,10000.0
74,-5110.980000000026,1363,0.7164103659602329,8,42,40,2.0,6,2,True,0,20,2.58,5.83,80,100,False,False,14,18.8,7,22,8.0,0.1,10000.0
75,-2521.1900000000214,551,0.681798504401603,12,46,32,0.9,10,2,True,0,20,3.13,6.8,80,200,True,False,14,16.1,8,21,6.0,0.1,10000.0
76,-3163.4699999999975,935,0.7230536091355093,11,44,64,1.6,8,2,True,1,14,2.52,5.88,48,200,False,False,14,20.6,8,22,6.0,0.1,10000.0
77,-1430.4200000000092,300,0.6936306742001397,11,38,48,0.8,10,5,False,0,14,2.52,4.82,96,200,False,False,14,19.2,8,22,6.0,0.1,10000.0
78,-5914.169999999964,1339,0.633160835803565,10,42,32,1.5,6,3,True,0,14,2.28,4.94,64,100,False,False,14,22.1,7,21,8.0,0.1,10000.0
79,-710.6500000000051,61,0.49296869983376024,11,52,72,2.3,10,4,False,0,14,2.53,5.91,80,200,False,False,14,18.8,7,22,8.0,0.1,10000.0
80,-545.54000000001,143,0.7450890604265181,11,38,32,1.2,8,2,False,0,20,2.56,6.16,48,200,False,True,14,17.5,8,21,6.0,0.1,10000.0
81,-2430.789999999989,555,0.6951945418682891,11,40,48,2.5,6,3,True,0,20,3.19,6.07,64,200,True,False,14,19.1,8,21,8.0,0.1,10000.0
82,-1419.6900000000078,199,0.5018439308183825,8,48,32,1.6,9,4,True,1,14,2.4,6.25,64,200,True,True,14,21.6,8,21,6.0,0.1,10000.0
83,-172.02000000000044,45,0.7592812862960217,10,50,72,2.1,7,2,False,1,20,2.61,4.55,80,100,True,False,14,23.6,8,21,6.0,0.1,10000.0
84,-1626.949999999999,283,0.6246441277033605,9,42,32,1.1,6,2,False,0,14,2.72,4.96,64,100,False,False,14,16.3,8,21,8.0,0.1,10000.0
85,-2056.6699999999946,602,0.7602233300378668,12,46,72,2.1,7,3,True,0,14,2.44,7.34,96,200,True,False,14,20.0,8,21,6.0,0.1,10000.0
86,-2432.5099999999975,332,0.5279246235056668,12,42,48,0.6,9,4,False,0,14,2.34,6.79,80,200,False,False,14,22.6,7,21,8.0,0.1,10000.0
87,-3282.9600000000028,1029,0.7194463719863405,10,38,56,0.6,10,4,True,0,14,2.45,4.58,48,200,True,False,14,16.3,8,21,8.0,0.1,10000.0
88,-1091.219999999992,260,0.6605858146630958,11,38,32,0.5,7,3,False,1,20,2.13,5.36,80,100,True,False,14,19.4,8,21,6.0,0.1,10000.0
89,-4433.269999999996,1059,0.7152607841701574,11,38,72,1.5,7,3,True,0,14,2.74,5.22,96,100,False,True,14,16.7,8,21,6.0,0.1,10000.0
90,-487.43999999999687,50,0.4925460148246856,11,52,32,1.8,8,4,False,0,20,2.95,5.53,48,200,True,False,14,18.8,8,21,8.0,0.1,10000.0
91,-5110.930000000017,1147,0.6906456400472604,11,42,40,0.6,9,2,True,0,14,2.95,7.16,80,200,False,False,14,23.9,8,22,6.0,0.1,10000.0
92,-3181.98999999999,725,0.6925093614862416,9,46,48,2.2,6,4,True,0,20,2.52,5.7,96,200,True,False,14,20.0,8,22,8.0,0.1,10000.0
93,-2639.2100000000028,516,0.6389115396823659,8,50,32,1.4,7,4,True,0,14,2.39,5.39,96,200,True,True,14,19.6,8,21,8.0,0.1,10000.0
94,-244.23999999999796,24,0.4955907560769088,12,50,48,1.8,6,2,False,1,20,2.44,6.9,64,100,True,True,14,21.4,8,21,6.0,0.1,10000.0
95,-1622.7600000000002,292,0.636346523603996,8,44,72,1.2,9,2,False,0,20,3.14,5.62,48,100,False,False,14,19.2,8,21,6.0,0.1,10000.0
96,-4115.85999999999,959,0.6802122667163923,8,42,56,1.5,10,2,True,0,20,2.26,6.34,96,100,True,False,14,22.8,8,21,8.0,0.1,10000.0
97,-4836.439999999997,1092,0.6565579672580963,8,48,72,1.2,6,4,True,0,14,2.95,6.03,48,100,True,False,14,22.3,7,22,8.0,0.1,10000.0
98,-1563.3199999999906,357,0.6778041582166824,11,42,64,2.3,6,4,True,1,20,2.63,6.81,48,100,True,True,14,16.6,8,22,6.0,0.1,10000.0
99,-929.3499999999931,115,0.5297049744446132,12,42,40,1.4,6,2,False,0,20,2.2,5.47,64,200,False,False,14,22.8,8,21,8.0,0.1,10000.0
100,-80.89000000000124,85,0.9312212500743992,9,46,64,1.6,10,3,False,1,14,2.21,6.37,80,100,True,False,14,16.4,8,21,8.0,0.1,10000.0
101,-115.1399999999976,27,0.785809956097924,12,38,56,2.3,10,4,False,0,20,2.29,6.92,96,200,True,False,14,21.5,7,22,8.0,0.1,10000.0
102,-612.2800000000079,103,0.6547111502109134,11,52,40,1.2,7,4,False,0,20,3.17,4.89,80,100,True,False,14,19.7,8,22,6.0,0.1,10000.0
103,-2899.1699999999955,575,0.6470405617801067,9,40,32,1.1,9,5,True,0,20,3.12,6.66,64,100,True,True,14,19.7,8,22,6.0,0.1,10000.0
104,-1423.390000000003,214,0.577888359375695,8,50,64,1.4,7,3,False,0,14,2.06,5.98,96,200,False,False,14,22.8,8,21,8.0,0.1,10000.0
105,-2318.320000000008,694,0.7206671735251202,10,50,48,0.6,6,3,True,1,20,2.09,6.01,80,100,True,False,14,19.2,8,22,6.0,0.1,10000.0
106,-2959.8600000000124,488,0.569576332558728,9,50,64,0.6,6,3,False,0,20,2.62,4.95,64,200,False,False,14,17.3,8,22,8.0,0.1,10000.0
107,-142.79999999999745,15,0.4998248686514887,12,46,56,2.1,8,4,False,0,20,2.7,6.89,48,200,True,True,14,22.3,7,21,8.0,0.1,10000.0
108,-304.4899999999998,39,0.567958341019056,9,50,40,2.1,7,2,False,1,14,2.23,5.82,96,100,True,True,14,17.6,8,21,6.0,0.1,10000.0
109,-4796.459999999982,1209,0.7194191199052341,12,44,64,1.2,9,5,True,0,20,3.09,5.53,80,200,False,False,14,17.5,7,22,8.0,0.1,10000.0
110,-3720.799999999991,758,0.6469517708868051,9,46,48,1.9,9,4,True,0,20,2.35,6.22,96,200,True,False,14,18.3,8,21,8.0,0.1,10000.0
111,-281.01000000000204,35,0.5059077961810318,11,46,72,1.5,7,4,False,1,20,2.16,6.35,64,100,True,True,14,23.2,7,21,6.0,0.1,10000.0
112,-2121.5899999999983,709,0.7932562393234022,8,50,48,1.9,6,3,True,1,14,2.49,7.31,96,200,False,False,14,22.0,8,22,8.0,0.1,10000.0
113,-2379.040000000012,545,0.7226618419886874,8,40,72,1.6,10,2,True,0,14,3.12,4.61,96,200,True,True,14,23.7,8,21,6.0,0.1,10000.0
114,-3353.3699999999917,1000,0.7359083302159831,10,40,48,1.1,10,5,True,1,20,2.33,6.93,80,100,False,False,14,21.2,7,21,8.0,0.1,10000.0
115,-91.13000000000648,61,0.8957656585990759,10,44,40,1.7,9,5,False,0,14,2.48,4.79,64,200,True,False,14,16.1,8,21,8.0,0.1,10000.0
116,-1703.989999999998,436,0.6892842555177897,10,48,48,1.7,10,2,True,1,20,2.83,4.69,48,200,True,False,14,19.2,8,21,8.0,0.1,10000.0
117,-1021.0000000000109,205,0.6728109417661159,10,44,40,2.4,9,3,True,1,20,2.5,6.15,96,100,True,True,14,22.0,7,22,8.0,0.1,10000.0
118,-295.62000000000444,119,0.8528807249961431,8,40,32,2.2,10,3,False,1,14,2.2,7.06,96,100,False,False,14,21.7,8,21,8.0,0.1,10000.0
119,-1067.3199999999906,204,0.6543272251478466,8,52,40,1.5,9,2,False,0,20,2.87,5.69,48,100,False,False,14,16.4,8,21,6.0,0.1,10000.0
120,-1189.529999999997,167,0.5598229715178047,8,52,32,1.1,7,3,False,1,20,2.45,7.17,96,200,True,False,14,21.5,7,22,6.0,0.1,10000.0
121,-3773.560000000002,866,0.7028830944074252,9,50,64,0.8,7,2,True,0,20,2.81,6.13,96,100,True,False,14,18.8,8,21,6.0,0.1,10000.0
122,-5916.120000000004,1587,0.6893803957641922,8,50,64,2.0,6,3,True,0,14,2.71,5.84,48,100,False,False,14,19.2,7,21,6.0,0.1,10000.0
123,-59.60000000000218,53,0.9152783305850912,9,46,40,2.1,10,4,False,1,20,2.28,7.13,64,200,True,False,14,16.5,7,22,8.0,0.1,10000.0
124,-503.7900000000045,91,0.6504686643586133,8,48,72,1.8,10,4,False,0,20,2.18,5.63,96,100,True,False,14,22.9,7,22,6.0,0.1,10000.0
125,-1558.9599999999864,425,0.7317235184184532,12,50,56,1.6,7,5,True,0,14,2.4,4.74,96,200,True,True,14,21.8,7,21,8.0,0.1,10000.0
126,-6253.87000000003,1327,0.6200020173001719,11,38,32,0.9,10,3,True,0,20,2.36,7.23,64,100,False,False,14,22.0,8,21,6.0,0.1,10000.0
127,-1636.25,326,0.6483859599358768,11,44,64,1.1,8,5,True,1,20,2.37,5.58,96,200,True,True,14,19.8,8,21,8.0,0.1,10000.0
128,-4860.2199999999775,1271,0.6799893071226151,10,50,32,1.6,7,3,True,0,20,2.35,5.09,64,200,False,False,14,20.0,8,22,8.0,0.1,10000.0
129,-1333.6899999999987,303,0.6444972224887779,11,52,40,2.0,8,3,True,1,20,2.22,7.17,48,100,True,True,14,16.4,7,22,6.0,0.1,10000.0
130,-3038.9799999999923,672,0.6879221268673194,9,40,72,0.8,7,5,True,0,20,2.79,4.55,96,100,True,True,14,21.8,8,21,8.0,0.1,10000.0
131,-169.19000000000233,105,0.8989813952377541,9,40,32,1.5,7,3,False,1,20,2.98,5.3,96,100,True,False,14,19.7,7,21,8.0,0.1,10000.0
132,-3090.9300000000276,857,0.746739950690602,8,38,32,1.3,9,5,True,1,14,2.84,4.75,96,200,False,False,14,23.2,7,21,6.0,0.1,10000.0
133,-1522.9599999999973,363,0.6620788355503289,12,52,48,0.6,6,4,False,1,14,2.22,7.05,48,100,False,False,14,22.0,8,21,8.0,0.1,10000.0
134,-1429.560000000005,441,0.7486505589411239,9,44,64,2.2,9,4,True,1,14,2.95,6.57,48,200,True,False,14,19.5,7,22,8.0,0.1,10000.0
135,-4817.930000000019,1327,0.7364412708988752,10,38,72,1.0,9,5,True,0,20,2.52,6.54,96,100,False,False,14,22.4,7,21,8.0,0.1,10000.0
136,-3016.809999999993,812,0.7193584187078883,9,50,72,2.1,7,5,True,0,14,2.11,7.33,96,200,True,False,14,17.1,7,22,8.0,0.1,10000.0
137,-36.1299999999992,63,0.9591039775428429,12,50,32,0.6,8,2,False,1,20,3.04,4.54,96,200,True,True,14,23.2,7,21,8.0,0.1,10000.0
138,-3886.629999999991,945,0.6491976900984362,9,42,48,1.1,9,3,True,0,20,2.33,5.4,48,200,True,False,14,21.8,8,21,8.0,0.1,10000.0
139,-132.58999999999833,92,0.8983906812782587,8,42,48,0.5,9,4,False,0,20,2.53,5.79,64,200,True,True,14,23.6,7,22,8.0,0.1,10000.0
140,-5459.679999999984,1257,0.6581030873347323,9,50,48,1.1,9,3,True,0,20,2.98,5.68,48,100,False,True,14,17.4,7,22,6.0,0.1,10000.0
141,-3127.9200000000083,645,0.641687639396581,11,46,72,0.6,9,5,True,1,20,2.29,6.48,96,200,True,False,14,23.9,8,22,8.0,0.1,10000.0
142,-2843.610000000008,624,0.6620732108755096,12,38,48,1.9,10,2,True,0,20,2.2,6.34,96,200,True,False,14,16.1,8,21,6.0,0.1,10000.0
143,-5495.389999999983,1566,0.6817058429331259,11,48,56,1.4,10,3,True,0,20,2.13,5.75,48,100,False,False,14,18.8,8,22,6.0,0.1,10000.0
144,-5397.509999999996,1314,0.6308463468731598,12,52,48,1.5,9,5,True,0,20,2.05,6.63,48,200,False,False,14,21.4,7,21,6.0,0.1,10000.0
145,-1731.7299999999832,356,0.6687193201948204,12,42,48,1.6,9,3,True,1,14,2.22,6.47,96,100,False,True,14,23.1,8,22,8.0,0.1,10000.0
146,-1137.2800000000007,228,0.677166807179496,8,44,40,1.1,6,2,False,0,20,2.39,5.87,80,200,False,True,14,18.5,8,22,6.0,0.1,10000.0
147,-694.9499999999989,111,0.6020557162080913,10,48,56,1.7,8,2,False,0,20,2.14,5.42,64,200,False,False,14,20.1,8,21,8.0,0.1,10000.0
148,-2637.9299999999903,771,0.7077976239926892,11,42,56,1.8,7,3,True,0,14,2.22,7.03,48,200,True,False,14,17.1,8,22,8.0,0.1,10000.0
149,-1469.4099999999908,270,0.6093926940396506,11,50,72,2.2,9,3,True,1,14,2.96,5.16,48,200,True,True,14,18.3,8,22,6.0,0.1,10000.0
150,141.59000000000196,28,1.3099538101179922,12,40,48,2.1,8,2,False,0,14,3.19,4.81,64,200,True,False,14,18.1,7,22,6.0,0.1,10000.0
151,-3149.8400000000347,958,0.747135664191949,9,44,72,1.7,8,5,True,1,14,2.94,6.94,48,200,False,False,14,20.8,7,22,8.0,0.1,10000.0
152,-2402.5500000000075,673,0.7379120231788946,10,46,64,2.5,6,3,True,0,20,3.04,4.88,64,100,True,True,14,18.6,7,22,8.0,0.1,10000.0
153,-351.95000000000255,112,0.7817973278774916,9,46,72,1.3,9,2,False,0,20,2.62,5.33,80,200,True,False,14,20.7,7,22,8.0,0.1,10000.0
154,-4752.36000000001,1149,0.7026928283831768,8,50,40,2.4,7,5,True,0,20,2.41,6.23,96,200,False,False,14,16.4,8,21,6.0,0.1,10000.0
155,-3006.3800000000174,482,0.5401921588660119,9,52,56,0.5,9,3,False,0,20,2.19,7.3,80,100,False,False,14,18.0,8,21,6.0,0.1,10000.0
156,-575.8499999999931,51,0.3923838264466298,11,46,72,1.9,7,5,False,0,14,2.0,5.93,64,100,False,True,14,19.6,7,22,6.0,0.1,10000.0
157,-363.78999999999905,57,0.5942198723954848,11,42,56,0.6,9,2,False,0,14,2.38,7.14,64,200,True,True,14,23.9,7,21,6.0,0.1,10000.0
158,-1324.0299999999897,274,0.656782538818467,12,42,56,1.2,7,3,True,1,20,3.03,4.76,48,100,True,True,14,21.8,8,22,8.0,0.1,10000.0
159,-228.94000000000233,54,0.7021918699186993,9,44,48,1.8,7,4,False,0,20,2.25,6.32,64,200,True,True,14,16.4,7,22,8.0,0.1,10000.0
160,-4984.9199999999955,1105,0.6897100345090306,8,44,56,1.8,6,2,True,0,14,2.46,7.02,96,200,False,True,14,17.4,8,21,6.0,0.1,10000.0
161,-3057.75999999998,789,0.7316932990889315,12,40,32,1.0,6,2,True,1,20,2.75,6.0,96,200,False,False,14,16.7,7,22,6.0,0.1,10000.0
162,-2251.359999999985,471,0.6516939109555768,10,40,64,2.3,7,4,True,1,14,2.37,5.81,64,100,True,False,14,23.4,7,22,6.0,0.1,10000.0
163,-3260.910000000009,806,0.6961782246666115,10,42,32,0.5,7,2,True,0,20,2.63,6.85,80,100,True,False,14,22.0,8,21,6.0,0.1,10000.0
164,-4121.870000000005,816,0.578736455673951,10,50,48,1.5,8,2,True,0,20,2.07,7.08,64,200,True,False,14,22.2,7,21,6.0,0.1,10000.0
165,-3221.1500000000015,885,0.7510495466391321,8,38,40,0.6,8,5,True,0,14,2.66,7.24,96,100,True,False,14,19.3,8,22,6.0,0.1,10000.0
166,-1630.2399999999943,325,0.6823958246069983,12,48,32,1.5,6,3,True,1,14,3.14,4.71,96,200,True,False,14,16.7,8,21,8.0,0.1,10000.0
167,-2790.7099999999964,752,0.7329492225440688,9,46,64,2.1,10,3,True,0,20,3.2,6.83,64,100,True,False,14,16.2,8,21,8.0,0.1,10000.0
168,-382.0399999999954,65,0.633306138119691,8,50,72,2.0,6,3,False,0,20,2.59,4.68,64,200,True,False,14,23.4,8,22,8.0,0.1,10000.0
169,-1227.9199999999964,255,0.6692729726162805,8,40,64,0.8,9,2,False,1,14,2.52,7.39,64,200,True,False,14,23.4,8,22,8.0,0.1,10000.0
170,-628.8700000000081,139,0.6799252834951851,11,46,40,0.6,7,3,False,0,14,2.13,5.85,80,200,True,True,14,18.9,7,22,8.0,0.1,10000.0
