trial,score,net,trades,pf,daily_ema_period,use_daily_bias,htf_zone_bars,min_break_body_ratio,use_double_trap,trap_lookback,ny_chaos_start,ny_chaos_end,momentum_start,momentum_end,ltf_fast_ema,ltf_slow_ema,entry_mode,atr_period,atr_sl_mult,atr_tp_mult,use_trailing,trail_atr_mult,max_bars_in_trade,extend_hold_in_momentum,use_compression_filter,compress_atr_ratio,compress_lookback,cooldown_bars,max_spread_pips,lot_size,initial_balance
1052,-inf,0.0,300,0.0,50,True,20,0.53,False,6,12,16,15,2,8,21,1,14,1.69,4.05,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
1053,-inf,0.0,311,0.0,50,True,24,0.56,True,6,13,14,16,3,8,21,1,14,1.92,4.72,True,1.2,80,True,True,0.7,48,4,8.0,0.1,10000.0
1054,-inf,0.0,214,0.0,100,True,20,0.69,True,6,13,15,15,3,8,21,1,14,1.95,5.25,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
1055,-inf,0.0,234,0.0,100,True,16,0.6,True,6,13,14,16,3,8,21,1,14,1.63,3.71,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
1056,-inf,0.0,191,0.0,100,True,20,0.63,False,6,13,16,16,3,8,21,1,14,1.61,4.93,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
1057,-inf,0.0,0,0.0,100,True,16,0.62,False,6,12,16,16,3,8,21,2,14,1.91,5.35,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
1058,-inf,0.0,111,0.0,50,True,24,0.67,True,6,12,14,15,3,8,21,2,14,2.0,5.31,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
1059,-inf,0.0,0,0.0,50,True,20,0.63,False,6,13,16,15,3,8,21,2,14,2.05,4.36,True,1.2,80,True,True,0.7,48,4,8.0,0.1,10000.0
1060,-inf,0.0,0,0.0,50,True,16,0.63,False,6,12,15,16,2,8,21,2,14,1.87,5.28,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
1061,-inf,0.0,246,0.0,100,True,20,0.69,True,6,13,15,15,3,8,21,1,14,2.02,4.77,True,1.2,80,True,True,0.7,48,4,8.0,0.1,10000.0
1062,-inf,0.0,197,0.0,100,True,24,0.58,False,6,12,15,15,3,8,21,1,14,1.97,4.98,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
1063,-inf,0.0,218,0.0,100,True,16,0.68,True,6,13,15,16,2,8,21,1,14,1.72,5.21,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
1064,-inf,0.0,190,0.0,100,True,20,0.68,True,6,12,15,15,2,8,21,1,14,1.95,5.32,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
1065,-inf,0.0,0,0.0,100,True,24,0.61,False,6,12,14,15,2,8,21,2,14,1.96,5.25,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
1066,-inf,0.0,0,0.0,50,True,24,0.57,False,6,13,14,16,2,8,21,2,14,2.09,5.27,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
1067,-inf,0.0,194,0.0,50,True,20,0.7,False,6,12,14,15,3,8,21,1,14,1.9,5.17,True,1.2,80,True,True,0.7,48,4,8.0,0.1,10000.0
1068,-inf,0.0,264,0.0,50,True,20,0.63,True,6,12,14,16,2,8,21,1,14,2.11,4.47,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
1069,-inf,0.0,268,0.0,50,True,20,0.54,False,6,13,16,16,3,8,21,1,14,1.86,4.23,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
1070,-inf,0.0,195,0.0,100,True,16,0.69,True,6,13,16,15,2,8,21,1,14,2.19,5.07,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
1071,-inf,0.0,245,0.0,100,True,24,0.56,True,6,13,16,15,3,8,21,1,14,1.94,3.61,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
1072,-inf,0.0,190,0.0,100,True,24,0.59,True,6,12,16,16,2,8,21,1,14,1.89,4.91,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
1073,-inf,0.0,158,0.0,100,True,16,0.69,False,6,13,16,15,3,8,21,1,14,2.02,5.39,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
1074,-inf,0.0,0,0.0,100,True,20,0.61,False,6,13,14,16,2,8,21,2,14,2.19,4.67,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
1075,-inf,0.0,104,0.0,50,True,24,0.65,True,6,12,16,15,3,8,21,2,14,1.7,3.89,True,1.2,120,True,True,0.7,48,4,8.0,0.1,10000.0
1076,-inf,0.0,223,0.0,50,True,16,0.63,False,6,12,15,15,2,8,21,1,14,1.94,5.4,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
1077,-inf,0.0,202,0.0,100,True,24,0.59,False,6,12,14,16,3,8,21,1,14,2.02,5.26,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
1078,-inf,0.0,260,0.0,50,True,20,0.58,True,6,13,16,15,3,8,21,1,14,2.05,4.55,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
1079,-inf,0.0,219,0.0,50,True,24,0.51,False,6,12,14,15,2,8,21,1,14,1.8,4.11,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
1080,-inf,0.0,237,0.0,100,True,16,0.69,True,6,13,14,15,3,8,21,1,14,2.12,5.33,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
1081,-inf,0.0,118,0.0,50,True,20,0.64,True,6,12,15,15,2,8,21,2,14,2.13,5.09,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
1082,-inf,0.0,106,0.0,100,True,16,0.57,True,6,12,14,16,2,8,21,2,14,1.69,4.73,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
1083,-inf,0.0,209,0.0,100,True,20,0.69,True,6,13,14,16,2,8,21,1,14,2.18,4.48,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
1084,-inf,0.0,0,0.0,100,True,16,0.68,False,6,12,16,15,3,8,21,2,14,1.94,4.9,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
1085,-inf,0.0,285,0.0,50,True,20,0.56,False,6,12,15,16,3,8,21,1,14,1.83,4.48,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
1086,-inf,0.0,0,0.0,100,True,24,0.6,False,6,13,15,16,2,8,21,2,14,2.1,3.88,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
1087,-inf,0.0,289,0.0,50,True,24,0.56,True,6,12,14,16,3,8,21,1,14,1.81,4.58,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
1088,-inf,0.0,277,0.0,50,True,24,0.57,True,6,12,14,16,2,8,21,1,14,2.03,3.65,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
1089,-inf,0.0,312,0.0,50,True,24,0.63,True,6,12,15,15,2,8,21,1,14,1.6,3.98,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
1090,-inf,0.0,0,0.0,100,True,16,0.57,False,6,12,14,15,2,8,21,2,14,2.0,5.26,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
1091,-inf,0.0,145,0.0,100,True,16,0.69,False,6,13,16,15,3,8,21,1,14,1.83,5.19,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
1092,-inf,0.0,0,0.0,100,True,24,0.5,False,6,12,16,16,2,8,21,2,14,2.01,3.64,True,1.2,80,True,True,0.7,48,4,8.0,0.1,10000.0
1093,-inf,0.0,284,0.0,50,True,20,0.51,False,6,12,16,16,3,8,21,1,14,1.92,4.07,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
1094,-inf,0.0,352,0.0,50,True,16,0.58,True,6,12,16,16,2,8,21,1,14,1.91,3.57,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
1095,-inf,0.0,315,0.0,50,True,16,0.51,False,6,12,14,15,2,8,21,1,14,1.97,4.38,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
1096,-inf,0.0,98,0.0,50,True,24,0.69,True,6,12,16,16,2,8,21,2,14,1.61,3.81,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
1097,-inf,0.0,108,0.0,100,True,20,0.54,True,6,13,15,15,3,8,21,2,14,1.64,3.87,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
1098,-inf,0.0,196,0.0,100,True,16,0.67,True,6,12,16,16,2,8,21,1,14,1.93,4.14,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
1099,-inf,0.0,315,0.0,50,True,20,0.6,True,6,12,16,16,3,8,21,1,14,1.69,3.71,True,1.2,80,True,True,0.7,48,4,8.0,0.1,10000.0
1100,-inf,0.0,170,0.0,100,True,16,0.61,False,6,12,14,15,2,8,21,1,14,1.99,5.32,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
1101,-inf,0.0,0,0.0,100,True,20,0.64,False,6,13,16,15,3,8,21,2,14,1.75,5.46,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
1102,-inf,0.0,178,0.0,100,True,16,0.59,False,6,12,14,16,2,8,21,1,14,2.2,5.26,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
1103,-inf,0.0,243,0.0,50,True,20,0.66,True,6,12,15,16,2,8,21,1,14,1.68,4.75,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
1104,-inf,0.0,168,0.0,100,True,20,0.59,False,6,13,15,16,3,8,21,1,14,1.8,4.3,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
1105,-inf,0.0,127,0.0,50,True,16,0.54,True,6,12,16,16,3,8,21,2,14,2.12,5.08,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
1106,-inf,0.0,0,0.0,100,True,16,0.58,False,6,12,16,16,3,8,21,2,14,1.85,3.9,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
1107,-inf,0.0,185,0.0,50,True,24,0.58,False,6,12,15,15,2,8,21,1,14,1.94,3.84,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
1108,-inf,0.0,278,0.0,50,True,24,0.58,True,6,12,15,16,3,8,21,1,14,2.12,3.76,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
1109,-inf,0.0,379,0.0,50,True,24,0.52,True,6,12,14,15,2,8,21,1,14,2.11,4.13,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
1110,-inf,0.0,374,0.0,50,True,16,0.56,True,6,13,16,16,3,8,21,1,14,1.8,3.85,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
1111,-inf,0.0,127,0.0,50,True,16,0.53,True,6,13,14,16,3,8,21,2,14,2.11,4.0,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
1112,-inf,0.0,336,0.0,50,True,20,0.52,True,6,12,15,16,3,8,21,1,14,1.7,3.54,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
1113,-inf,0.0,144,0.0,100,True,24,0.61,False,6,12,15,16,3,8,21,1,14,2.13,3.64,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
1114,-inf,0.0,233,0.0,100,True,24,0.58,True,6,12,16,15,3,8,21,1,14,2.03,5.4,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
1115,-inf,0.0,0,0.0,100,True,16,0.62,False,6,12,15,16,2,8,21,2,14,1.77,4.54,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
1116,-inf,0.0,315,0.0,100,True,16,0.51,True,6,13,15,16,3,8,21,1,14,1.62,5.0,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
1117,-inf,0.0,310,0.0,50,True,20,0.61,True,6,12,16,15,3,8,21,1,14,1.72,4.44,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
1118,-inf,0.0,189,0.0,100,True,24,0.58,False,6,13,15,16,2,8,21,1,14,2.03,4.6,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
1119,-inf,0.0,233,0.0,100,True,16,0.68,True,6,13,16,15,2,8,21,1,14,2.08,3.71,True,1.2,80,True,True,0.7,48,4,8.0,0.1,10000.0
1120,-inf,0.0,120,0.0,100,True,16,0.53,True,6,12,14,15,2,8,21,2,14,2.08,5.24,True,1.2,120,True,True,0.7,48,4,8.0,0.1,10000.0
1121,-inf,0.0,207,0.0,50,True,24,0.63,False,6,13,16,15,2,8,21,1,14,2.02,3.9,True,1.2,120,True,True,0.7,48,4,8.0,0.1,10000.0
1122,-inf,0.0,272,0.0,50,True,16,0.64,True,6,12,15,15,2,8,21,1,14,2.03,4.27,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
1123,-inf,0.0,197,0.0,50,True,20,0.66,False,6,12,15,16,2,8,21,1,14,1.71,3.51,True,1.2,80,True,True,0.7,48,4,8.0,0.1,10000.0
1124,-inf,0.0,233,0.0,100,True,16,0.68,True,6,12,16,15,2,8,21,1,14,2.11,5.01,True,1.2,80,True,True,0.7,48,4,8.0,0.1,10000.0
1125,-inf,0.0,103,0.0,100,True,24,0.67,False,6,13,16,16,2,8,21,1,14,1.75,4.19,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
1126,-inf,0.0,126,0.0,50,True,24,0.68,False,6,13,14,15,2,8,21,1,14,1.9,5.31,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
1127,-inf,0.0,0,0.0,100,True,16,0.63,False,6,12,16,15,3,8,21,2,14,2.06,5.33,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
1128,-inf,0.0,204,0.0,50,True,24,0.55,False,6,13,15,16,3,8,21,1,14,1.78,4.48,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
1129,-inf,0.0,300,0.0,50,True,16,0.62,True,6,13,15,16,3,8,21,1,14,2.15,5.19,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
1130,-inf,0.0,243,0.0,100,True,20,0.53,False,6,13,14,15,3,8,21,1,14,2.19,4.76,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
1131,-inf,0.0,243,0.0,50,True,20,0.66,True,6,12,16,15,2,8,21,1,14,1.61,4.44,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
1132,-inf,0.0,305,0.0,50,True,16,0.6,True,6,13,16,16,2,8,21,1,14,1.89,4.95,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
1133,-inf,0.0,123,0.0,50,True,20,0.69,True,6,13,14,15,3,8,21,2,14,1.89,4.08,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
1134,-inf,0.0,111,0.0,100,True,16,0.58,True,6,13,16,15,3,8,21,2,14,1.79,4.74,True,1.2,120,True,True,0.7,48,4,8.0,0.1,10000.0
1135,-inf,0.0,238,0.0,50,True,24,0.56,False,6,12,15,16,2,8,21,1,14,1.87,4.33,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
1136,-inf,0.0,0,0.0,50,True,20,0.63,False,6,13,16,16,3,8,21,2,14,1.72,3.75,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
1137,-inf,0.0,220,0.0,50,True,24,0.62,True,6,12,15,16,2,8,21,1,14,1.91,3.69,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
1138,-inf,0.0,201,0.0,100,True,16,0.61,False,6,13,14,16,3,8,21,1,14,2.07,4.05,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
1139,-inf,0.0,261,0.0,50,True,20,0.55,True,6,13,15,16,2,8,21,1,14,2.17,4.47,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
1140,-inf,0.0,94,0.0,50,True,24,0.54,True,6,13,16,15,2,8,21,2,14,2.08,4.06,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
1141,-inf,0.0,331,0.0,50,True,20,0.55,True,6,13,14,15,3,8,21,1,14,1.82,5.05,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
1142,-inf,0.0,244,0.0,100,True,24,0.53,False,6,13,14,16,3,8,21,1,14,1.72,4.71,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
1143,-inf,0.0,248,0.0,50,True,20,0.69,True,6,12,15,16,3,8,21,1,14,1.79,4.94,True,1.2,120,True,True,0.7,48,4,8.0,0.1,10000.0
1144,-inf,0.0,263,0.0,100,True,24,0.56,True,6,13,16,15,3,8,21,1,14,1.94,4.64,True,1.2,120,True,True,0.7,48,4,8.0,0.1,10000.0
1145,-inf,0.0,118,0.0,50,True,20,0.51,True,6,12,14,15,2,8,21,2,14,1.74,5.01,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
1146,-inf,0.0,124,0.0,50,True,20,0.57,True,6,13,15,15,3,8,21,2,14,2.07,4.89,True,1.2,120,True,True,0.7,48,4,8.0,0.1,10000.0
1147,-inf,0.0,348,0.0,50,True,20,0.53,False,6,12,14,15,2,8,21,1,14,1.99,4.89,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
1148,-inf,0.0,249,0.0,50,True,16,0.65,True,6,12,16,16,3,8,21,1,14,2.05,4.84,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
1149,-inf,0.0,211,0.0,100,True,20,0.5,False,6,12,14,15,2,8,21,1,14,1.74,4.48,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
1150,-inf,0.0,105,0.0,50,True,24,0.68,True,6,13,14,15,2,8,21,2,14,2.05,4.06,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
1151,-inf,0.0,146,0.0,100,True,16,0.67,False,6,13,14,16,3,8,21,1,14,1.67,4.07,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
1152,-inf,0.0,119,0.0,100,True,16,0.54,True,6,13,14,15,2,8,21,2,14,2.04,4.1,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
1153,-inf,0.0,209,0.0,50,True,24,0.66,False,6,13,14,15,3,8,21,1,14,1.91,4.12,True,1.2,80,True,True,0.7,48,4,8.0,0.1,10000.0
1154,-inf,0.0,223,0.0,100,True,16,0.6,False,6,13,15,16,2,8,21,1,14,1.89,4.69,True,1.2,120,True,True,0.7,48,4,8.0,0.1,10000.0
1155,-inf,0.0,251,0.0,50,True,24,0.52,True,6,12,16,15,2,8,21,1,14,2.16,4.11,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
1156,-inf,0.0,398,0.0,50,True,16,0.51,True,6,12,15,16,2,8,21,1,14,1.85,3.54,True,1.2,80,True,True,0.7,48,4,8.0,0.1,10000.0
1157,-inf,0.0,300,0.0,100,True,16,0.55,True,6,12,16,15,3,8,21,1,14,1.61,3.67,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
1158,-inf,0.0,247,0.0,100,True,20,0.5,False,6,12,16,15,2,8,21,1,14,1.84,4.25,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
1159,-inf,0.0,98,0.0,100,True,20,0.58,True,6,12,16,15,3,8,21,2,14,1.77,4.46,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
1160,-inf,0.0,0,0.0,100,True,16,0.55,False,6,12,16,15,3,8,21,2,14,2.17,4.48,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
1161,-inf,0.0,0,0.0,50,True,20,0.57,False,6,13,15,15,3,8,21,2,14,2.14,4.95,True,1.2,120,True,True,0.7,48,4,8.0,0.1,10000.0
1162,-inf,0.0,133,0.0,100,True,24,0.63,False,6,12,16,16,3,8,21,1,14,2.19,5.03,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
1163,-inf,0.0,140,0.0,100,True,24,0.61,False,6,13,14,16,2,8,21,1,14,2.15,4.79,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
1164,-inf,0.0,353,0.0,50,True,16,0.57,True,6,13,16,15,2,8,21,1,14,2.09,4.29,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
1165,-inf,0.0,94,0.0,50,True,24,0.52,True,6,13,16,15,2,8,21,2,14,2.03,4.17,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
1166,-inf,0.0,0,0.0,100,True,24,0.69,False,6,12,16,16,3,8,21,2,14,2.05,3.71,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
1167,-inf,0.0,237,0.0,100,True,16,0.67,True,6,12,16,15,3,8,21,1,14,2.15,4.89,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
1168,-inf,0.0,248,0.0,100,True,20,0.67,True,6,12,14,15,2,8,21,1,14,1.67,3.87,True,1.2,120,True,True,0.7,48,4,8.0,0.1,10000.0
1169,-inf,0.0,107,0.0,50,True,20,0.59,True,6,13,15,16,2,8,21,2,14,1.96,4.19,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
1170,-inf,0.0,176,0.0,100,True,20,0.62,False,6,12,16,16,2,8,21,1,14,1.79,3.56,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
1171,-inf,0.0,137,0.0,100,True,24,0.65,False,6,13,16,16,2,8,21,1,14,1.62,4.47,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
1172,-inf,0.0,263,0.0,100,True,24,0.52,True,6,12,15,16,3,8,21,1,14,1.96,4.44,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
1173,-inf,0.0,106,0.0,100,True,16,0.62,True,6,12,16,15,2,8,21,2,14,1.87,4.5,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
1174,-inf,0.0,228,0.0,100,True,24,0.63,True,6,13,16,15,3,8,21,1,14,2.14,4.09,True,1.2,80,True,True,0.7,48,4,8.0,0.1,10000.0
1175,-inf,0.0,217,0.0,100,True,24,0.57,True,6,12,14,15,3,8,21,1,14,1.75,4.27,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
1176,-inf,0.0,107,0.0,50,True,20,0.51,True,6,12,15,16,2,8,21,2,14,1.87,4.9,True,1.2,80,True,True,0.7,48,4,8.0,0.1,10000.0
1177,-inf,0.0,309,0.0,50,True,16,0.53,True,6,13,15,16,3,8,21,1,14,2.03,5.3,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
1178,-inf,0.0,237,0.0,50,True,20,0.59,False,6,13,16,16,2,8,21,1,14,1.65,5.26,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
1179,-inf,0.0,221,0.0,100,True,20,0.6,True,6,12,14,15,2,8,21,1,14,1.94,4.83,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
1180,-inf,0.0,84,0.0,100,True,24,0.55,True,6,12,16,16,2,8,21,2,14,1.62,3.9,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
1181,-inf,0.0,281,0.0,100,True,16,0.57,True,6,12,16,16,2,8,21,1,14,2.13,3.77,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
1182,-inf,0.0,287,0.0,50,True,16,0.63,False,6,13,14,15,2,8,21,1,14,1.93,4.75,True,1.2,80,True,True,0.7,48,4,8.0,0.1,10000.0
1183,-inf,0.0,293,0.0,50,True,24,0.53,True,6,13,16,15,2,8,21,1,14,1.98,4.33,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
1184,-inf,0.0,242,0.0,50,True,20,0.58,False,6,12,15,16,2,8,21,1,14,2.0,5.36,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
1185,-inf,0.0,0,0.0,50,True,24,0.68,False,6,13,16,15,2,8,21,2,14,1.91,4.49,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
1186,-inf,0.0,332,0.0,50,True,20,0.51,True,6,12,16,15,3,8,21,1,14,1.84,4.43,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
1187,-inf,0.0,115,0.0,100,True,20,0.67,False,6,13,15,15,3,8,21,1,14,1.65,4.48,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
1188,-inf,0.0,208,0.0,50,True,20,0.63,False,6,13,16,15,3,8,21,1,14,2.14,4.63,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
1189,-inf,0.0,0,0.0,50,True,20,0.6,False,6,13,15,16,2,8,21,2,14,2.13,3.78,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
1190,-inf,0.0,0,0.0,50,True,24,0.64,False,6,12,15,15,2,8,21,2,14,2.03,4.08,True,1.2,80,True,True,0.7,48,4,8.0,0.1,10000.0
1191,-inf,0.0,0,0.0,100,True,16,0.68,False,6,13,14,16,3,8,21,2,14,1.76,4.64,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
1192,-inf,0.0,213,0.0,50,True,20,0.62,False,6,12,15,16,2,8,21,1,14,1.71,5.37,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
1193,-inf,0.0,88,0.0,100,True,24,0.61,True,6,13,14,16,3,8,21,2,14,1.66,4.37,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
1194,-inf,0.0,122,0.0,50,True,16,0.52,True,6,12,14,16,2,8,21,2,14,1.92,3.75,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
1195,-inf,0.0,275,0.0,100,True,16,0.51,True,6,12,14,16,3,8,21,1,14,1.86,3.96,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
1196,-inf,0.0,196,0.0,100,True,24,0.57,True,6,12,14,16,2,8,21,1,14,2.08,5.15,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
1197,-inf,0.0,400,0.0,50,True,16,0.52,False,6,13,14,15,2,8,21,1,14,1.73,4.42,True,1.2,80,True,True,0.7,48,4,8.0,0.1,10000.0
1198,-inf,0.0,287,0.0,50,True,20,0.52,True,6,13,15,16,3,8,21,1,14,1.74,5.19,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
1199,-inf,0.0,0,0.0,100,True,20,0.53,False,6,13,14,16,2,8,21,2,14,1.89,5.08,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
1200,-inf,0.0,173,0.0,100,True,16,0.6,False,6,13,16,15,3,8,21,1,14,2.02,4.7,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
1201,-inf,0.0,233,0.0,100,True,16,0.66,True,6,12,15,16,3,8,21,1,14,1.75,4.08,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
1202,-inf,0.0,123,0.0,100,True,16,0.64,True,6,12,15,15,3,8,21,2,14,1.81,4.26,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
1203,-inf,0.0,209,0.0,100,True,20,0.52,False,6,13,14,16,3,8,21,1,14,1.89,3.84,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
1204,-inf,0.0,209,0.0,50,True,16,0.7,False,6,12,14,15,2,8,21,1,14,1.97,4.61,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
1205,-inf,0.0,348,0.0,100,True,20,0.53,True,6,13,15,15,2,8,21,1,14,1.79,4.54,True,1.2,80,True,True,0.7,48,4,8.0,0.1,10000.0
1206,-inf,0.0,224,0.0,50,True,24,0.63,True,6,13,16,16,3,8,21,1,14,1.74,5.12,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
1207,-inf,0.0,0,0.0,50,True,16,0.65,False,6,12,16,15,3,8,21,2,14,2.06,4.95,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
