trial,score,net,trades,pf,daily_ema_period,use_daily_bias,htf_zone_bars,min_break_body_ratio,use_double_trap,trap_lookback,ny_chaos_start,ny_chaos_end,momentum_start,momentum_end,ltf_fast_ema,ltf_slow_ema,entry_mode,atr_period,atr_sl_mult,atr_tp_mult,use_trailing,trail_atr_mult,max_bars_in_trade,extend_hold_in_momentum,use_compression_filter,compress_atr_ratio,compress_lookback,cooldown_bars,max_spread_pips,lot_size,initial_balance
97,-inf,1153.3800000000047,112,9.021838920573098,100,True,20,0.69,False,6,12,14,15,2,8,21,1,14,1.66,4.98,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
98,-inf,0.0,0,0.0,50,True,24,0.69,False,6,12,15,16,3,8,21,2,14,1.63,4.08,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
99,-inf,-316.1600000000053,115,0.6063696012151546,50,True,24,0.6,True,6,13,14,15,3,8,21,2,14,1.82,5.03,True,1.2,120,True,True,0.7,48,4,8.0,0.1,10000.0
100,-inf,-231.0599999999995,95,0.6468808264816456,100,True,24,0.69,True,6,13,14,15,3,8,21,2,14,2.06,5.34,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
101,-inf,0.0,0,0.0,50,True,16,0.61,False,6,12,14,15,2,8,21,2,14,1.92,4.25,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
102,-inf,0.0,0,0.0,50,True,20,0.56,False,6,12,14,15,2,8,21,2,14,1.63,3.66,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
103,-inf,1545.7500000000127,182,5.436965382628165,100,True,20,0.62,False,6,13,14,15,3,8,21,1,14,1.67,4.86,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
106,-inf,793.310000000005,124,2.915698727391273,100,True,16,0.67,False,6,13,16,16,3,8,21,1,14,1.84,5.43,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
107,-inf,-276.3000000000029,96,0.5860053940665269,100,True,24,0.68,True,6,13,14,15,3,8,21,2,14,1.84,3.66,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
110,-inf,672.6300000000047,103,2.872942945451508,100,True,24,0.68,False,6,13,14,16,2,8,21,1,14,1.87,4.11,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
111,-inf,1831.1200000000008,194,5.87,50,True,20,0.6,False,6,13,15,15,2,8,21,1,14,2.1,3.65,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
112,-inf,-168.2599999999984,96,0.7167959874101628,100,True,20,0.62,True,6,13,16,15,3,8,21,2,14,1.89,3.8,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
115,-inf,-254.67000000000735,106,0.6528205687488072,50,True,20,0.52,True,6,13,15,16,2,8,21,2,14,2.03,3.67,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
117,-inf,-311.88000000000466,136,0.6597944891681393,50,True,16,0.7,True,6,12,15,15,2,8,21,2,14,1.8,5.03,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
118,-inf,-288.570000000007,109,0.6133220775044219,100,True,16,0.53,True,6,13,14,16,3,8,21,2,14,2.03,5.44,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
119,-inf,950.5200000000041,169,2.756189490798906,100,True,16,0.61,False,6,13,14,16,3,8,21,1,14,2.06,5.06,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
120,-inf,-295.19000000000415,110,0.6143525292642141,100,True,16,0.66,True,6,13,14,16,3,8,21,2,14,2.16,4.92,True,1.2,120,True,True,0.7,48,4,8.0,0.1,10000.0
121,-inf,1034.6800000000076,161,2.8046849109587844,100,True,16,0.65,False,6,13,16,15,3,8,21,1,14,2.17,3.94,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
125,-inf,1017.9000000000069,148,2.9703069954705588,50,True,16,0.67,False,6,12,16,15,2,8,21,1,14,1.86,4.73,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
127,-inf,1230.7800000000025,197,2.996172372966573,50,True,20,0.66,False,6,12,16,15,3,8,21,1,14,1.63,4.59,True,1.2,120,True,True,0.7,48,4,8.0,0.1,10000.0
129,-inf,1365.2800000000043,197,3.7210363726955653,100,True,24,0.58,False,6,13,14,15,3,8,21,1,14,2.12,3.6,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
130,-inf,1011.6000000000149,156,2.8230311767886107,100,True,16,0.66,False,6,13,16,16,3,8,21,1,14,2.18,4.49,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
132,-inf,-158.3000000000011,81,0.7108358906912173,100,True,24,0.64,True,6,13,15,16,2,8,21,2,14,2.12,4.21,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
134,-inf,0.0,0,0.0,50,True,16,0.55,False,6,13,15,15,2,8,21,2,14,1.87,4.24,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
135,-inf,0.0,0,0.0,50,True,24,0.57,False,6,13,14,15,2,8,21,2,14,1.71,4.54,True,1.2,120,True,True,0.7,48,4,8.0,0.1,10000.0
136,-inf,503.220000000003,196,1.547686681686094,100,True,20,0.64,True,6,13,16,16,2,8,21,1,14,1.68,3.65,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
137,-inf,871.3700000000063,133,3.0773118459007796,100,True,16,0.66,False,6,13,16,15,3,8,21,1,14,2.11,4.92,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
139,-inf,472.2400000000034,199,1.4306676515918397,50,True,24,0.68,True,6,13,15,16,3,8,21,1,14,2.09,3.65,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
140,-inf,964.2800000000007,194,2.2764312661327684,50,True,20,0.59,False,6,12,16,15,2,8,21,1,14,1.9,5.24,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
146,-inf,857.6200000000099,135,2.736529856034989,100,True,20,0.67,False,6,12,14,16,3,8,21,1,14,2.06,4.5,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
149,-inf,-265.3099999999995,111,0.6483212046499913,50,True,20,0.61,True,6,13,16,16,3,8,21,2,14,2.01,3.74,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
150,-inf,729.0800000000017,153,2.4190785760165054,100,True,20,0.61,False,6,12,14,16,2,8,21,1,14,1.62,4.93,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
152,-inf,1276.7700000000077,128,6.711339745023484,100,True,24,0.67,False,6,13,15,15,3,8,21,1,14,2.0,5.46,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
153,-inf,-211.09000000000742,97,0.6807229826816911,50,True,24,0.59,True,6,12,16,16,2,8,21,2,14,1.98,4.74,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
155,-inf,-235.1299999999992,86,0.6112268518518519,100,True,24,0.65,True,6,12,16,16,3,8,21,2,14,1.83,5.41,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
156,-inf,0.0,0,0.0,100,True,24,0.57,False,6,13,14,15,3,8,21,2,14,1.78,5.38,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
157,-inf,1025.580000000009,188,2.363422448518366,50,True,24,0.64,False,6,13,15,16,3,8,21,1,14,1.94,4.59,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
160,-inf,-325.2500000000018,128,0.6198174188495751,50,True,16,0.69,True,6,13,16,16,3,8,21,2,14,1.72,5.43,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
163,-inf,0.0,0,0.0,100,True,16,0.65,False,6,12,14,16,3,8,21,2,14,2.0,3.89,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
165,-inf,0.0,0,0.0,100,True,16,0.59,False,6,13,15,15,3,8,21,2,14,1.82,3.97,True,1.2,120,True,True,0.7,48,4,8.0,0.1,10000.0
166,-inf,0.0,0,0.0,100,True,20,0.53,False,6,12,16,16,3,8,21,2,14,1.73,5.41,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
167,-inf,706.6000000000022,98,3.223620857853164,100,True,24,0.7,False,6,13,16,16,2,8,21,1,14,2.01,4.69,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
168,-inf,903.140000000003,189,2.257644961844817,100,True,24,0.64,True,6,12,14,15,2,8,21,1,14,1.8,4.54,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
169,-inf,-219.07000000000153,95,0.6638019674345084,50,True,24,0.62,True,6,13,14,16,2,8,21,2,14,1.85,4.63,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
172,-inf,-256.27000000001135,115,0.6552266917799004,50,True,24,0.69,True,6,13,14,15,3,8,21,2,14,1.68,5.46,True,1.2,80,True,True,0.7,48,4,8.0,0.1,10000.0
174,-inf,-221.24000000000888,109,0.6869437251489294,50,True,24,0.58,True,6,12,14,15,2,8,21,2,14,1.62,4.7,True,1.2,120,True,True,0.7,48,4,8.0,0.1,10000.0
176,-inf,1292.7200000000048,139,7.424091835213438,100,True,24,0.62,False,6,12,15,15,2,8,21,1,14,1.78,3.62,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
177,-inf,0.0,0,0.0,50,True,24,0.64,False,6,12,15,16,3,8,21,2,14,1.85,3.8,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
178,-inf,1430.0500000000084,148,6.491954376128116,100,True,16,0.67,False,6,12,15,15,3,8,21,1,14,1.93,3.77,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
182,-inf,1003.79000000001,136,3.4339613491428436,100,True,24,0.68,False,6,12,16,16,3,8,21,1,14,1.82,4.33,True,1.2,120,True,True,0.7,48,4,8.0,0.1,10000.0
184,-inf,1291.3200000000052,130,8.988864142538976,100,True,20,0.65,False,6,13,15,15,3,8,21,1,14,1.68,4.59,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
185,-inf,-231.35000000000036,98,0.6526276276276276,50,True,24,0.51,True,6,12,14,16,2,8,21,2,14,1.74,4.91,True,1.2,80,True,True,0.7,48,4,8.0,0.1,10000.0
187,-inf,1831.4900000000089,165,7.911283018867925,50,True,24,0.66,False,6,12,14,15,2,8,21,1,14,1.72,4.55,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
188,-inf,865.1499999999942,188,2.251120751988431,100,True,16,0.57,False,6,13,16,15,2,8,21,1,14,2.01,5.2,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
190,-inf,540.8599999999951,195,1.5225851957061556,50,True,24,0.68,True,6,12,16,16,3,8,21,1,14,2.15,4.87,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
191,-inf,2031.100000000013,173,10.2714657415438,50,True,16,0.69,False,6,12,14,15,3,8,21,1,14,1.78,4.63,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
192,-inf,524.6700000000128,186,1.58154511194857,100,True,20,0.65,True,6,12,16,16,2,8,21,1,14,1.86,5.18,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
193,-inf,0.0,0,0.0,100,True,20,0.51,False,6,13,15,15,3,8,21,2,14,2.16,4.36,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
194,-inf,1327.520000000006,178,3.7927799049101703,100,True,16,0.65,False,6,12,16,15,2,8,21,1,14,1.69,4.92,True,1.2,120,True,True,0.7,48,4,8.0,0.1,10000.0
198,-inf,-198.09000000000742,107,0.7084339122755373,100,True,20,0.6,True,6,13,15,15,3,8,21,2,14,1.97,4.42,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
199,-inf,0.0,0,0.0,50,True,20,0.57,False,6,13,15,16,3,8,21,2,14,2.18,3.77,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
203,-inf,1255.8400000000056,149,5.649709356140547,100,True,24,0.6,False,6,12,15,15,2,8,21,1,14,1.99,4.21,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
204,-inf,1522.9900000000016,117,12.941273326015368,50,True,24,0.7,False,6,13,15,15,2,8,21,1,14,1.76,4.52,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
207,-inf,-249.6300000000101,118,0.6789035668806195,50,True,20,0.51,True,6,12,15,15,2,8,21,2,14,1.75,3.85,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
208,-inf,764.9599999999955,190,2.063818543396331,100,True,20,0.55,False,6,12,14,16,3,8,21,1,14,2.04,5.27,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
209,-inf,-187.83000000000538,105,0.7143139610932818,100,True,20,0.5,True,6,12,15,15,2,8,21,2,14,1.71,4.15,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
210,-inf,682.5099999999984,103,2.8561094340648885,100,True,24,0.67,False,6,13,16,16,2,8,21,1,14,1.81,4.42,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
212,-inf,0.0,0,0.0,100,True,24,0.53,False,6,13,14,16,2,8,21,2,14,1.7,4.08,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
214,-inf,1507.1100000000115,167,6.23211248047214,100,True,20,0.64,False,6,13,14,15,2,8,21,1,14,1.78,4.05,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
215,-inf,0.0,0,0.0,50,True,20,0.61,False,6,12,16,15,3,8,21,2,14,2.09,4.23,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
218,-inf,1092.270000000004,152,3.062754947877323,50,True,20,0.7,False,6,13,16,16,2,8,21,1,14,2.18,5.07,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
219,-inf,-244.04000000000633,95,0.6305223315669947,50,True,24,0.67,True,6,12,16,16,2,8,21,2,14,1.84,3.78,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
221,-inf,1023.1900000000078,146,2.8447489407734605,50,True,24,0.69,False,6,12,16,16,2,8,21,1,14,2.09,4.49,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
222,-inf,1200.5500000000047,178,3.4798603651987112,100,True,24,0.62,False,6,13,16,15,2,8,21,1,14,1.98,5.17,True,1.2,80,True,True,0.7,48,4,8.0,0.1,10000.0
223,-inf,1003.3000000000011,198,2.332492197357062,50,True,20,0.59,False,6,12,16,15,3,8,21,1,14,2.12,5.25,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
227,-inf,-328.5300000000025,122,0.6194442192079139,50,True,16,0.61,True,6,12,15,16,2,8,21,2,14,2.05,5.34,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
229,-inf,0.0,0,0.0,50,True,16,0.61,False,6,12,16,16,2,8,21,2,14,1.96,3.88,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
231,-inf,1284.3500000000004,129,8.08450548844393,100,True,24,0.64,False,6,12,14,15,2,8,21,1,14,1.73,5.35,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
232,-inf,0.0,0,0.0,100,True,24,0.64,False,6,13,16,16,2,8,21,2,14,1.92,4.73,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
233,-inf,-276.57000000000335,109,0.6233453178623958,100,True,16,0.6,True,6,12,16,16,3,8,21,2,14,1.98,5.17,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
235,-inf,-311.480000000005,128,0.6361852479121649,50,True,16,0.5,True,6,12,14,16,3,8,21,2,14,1.91,5.15,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
236,-inf,878.6700000000019,138,2.9218083593972137,100,True,16,0.65,False,6,12,14,16,3,8,21,1,14,1.91,4.03,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
240,-inf,0.0,0,0.0,50,True,20,0.51,False,6,13,15,16,2,8,21,2,14,1.87,4.24,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
241,-inf,0.0,0,0.0,100,True,24,0.62,False,6,13,16,16,2,8,21,2,14,2.14,5.02,True,1.2,80,True,True,0.7,48,4,8.0,0.1,10000.0
242,-inf,0.0,0,0.0,50,True,20,0.5,False,6,12,15,15,3,8,21,2,14,2.04,3.71,True,1.2,120,True,True,0.7,48,4,8.0,0.1,10000.0
243,-inf,-206.48999999999614,104,0.6905125899280575,100,True,20,0.69,True,6,13,14,15,2,8,21,2,14,1.85,5.29,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
244,-inf,-210.3499999999949,110,0.7156356459200779,50,True,24,0.52,True,6,13,14,15,3,8,21,2,14,2.18,3.97,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
245,-inf,984.4300000000021,135,3.233179075359557,100,True,24,0.67,False,6,13,15,16,2,8,21,1,14,2.17,3.77,True,1.2,120,True,True,0.7,48,4,8.0,0.1,10000.0
247,-inf,-251.85000000001492,109,0.6594228376697139,50,True,24,0.56,True,6,12,15,15,2,8,21,2,14,1.75,4.21,True,1.2,120,True,True,0.7,48,4,8.0,0.1,10000.0
249,-inf,-334.75000000000364,127,0.6203572441168131,50,True,16,0.67,True,6,12,14,16,3,8,21,2,14,1.98,4.79,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
251,-inf,0.0,0,0.0,50,True,20,0.51,False,6,13,15,15,3,8,21,2,14,1.86,4.21,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
253,-inf,-298.50000000000546,109,0.6077374929366466,100,True,16,0.58,True,6,12,15,16,3,8,21,2,14,2.07,4.19,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
255,-inf,-315.0700000000088,123,0.6346463814835859,50,True,16,0.52,True,6,13,16,15,2,8,21,2,14,2.11,5.09,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
256,-inf,0.0,0,0.0,50,True,16,0.62,False,6,12,16,16,2,8,21,2,14,2.17,5.17,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
257,-inf,-269.9800000000032,120,0.6596619057823944,100,True,16,0.6,True,6,12,14,15,2,8,21,2,14,1.89,4.16,True,1.2,120,True,True,0.7,48,4,8.0,0.1,10000.0
259,-inf,0.0,0,0.0,100,True,24,0.52,False,6,13,14,15,3,8,21,2,14,2.18,4.8,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
261,-inf,-316.91000000000895,144,0.6593830610490112,50,True,16,0.62,True,6,12,15,15,3,8,21,2,14,1.65,4.19,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
262,-inf,997.4500000000007,159,2.7700033716039965,50,True,24,0.63,False,6,13,14,16,2,8,21,1,14,2.02,4.2,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
268,-inf,1068.9800000000032,164,2.734202884443796,50,True,20,0.67,False,6,13,15,16,3,8,21,1,14,1.99,4.28,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
269,-inf,830.9299999999985,178,2.2446897750082386,100,True,16,0.59,False,6,13,15,16,2,8,21,1,14,1.94,3.8,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
270,-inf,0.0,0,0.0,50,True,16,0.63,False,6,12,16,15,3,8,21,2,14,1.85,4.57,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
273,-inf,0.0,0,0.0,100,True,24,0.58,False,6,13,16,16,2,8,21,2,14,1.97,4.55,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
274,-inf,-291.4300000000021,109,0.6140511190570785,100,True,16,0.53,True,6,12,16,15,3,8,21,2,14,2.13,5.26,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
275,-inf,-184.6600000000053,82,0.6686345936440146,100,True,24,0.62,True,6,12,15,16,2,8,21,2,14,1.97,4.89,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
276,-inf,1280.0400000000009,180,4.749494712791822,100,True,24,0.55,False,6,13,15,15,3,8,21,1,14,1.79,5.19,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
278,-inf,693.2900000000027,196,1.7462996652206206,100,True,24,0.67,True,6,12,14,16,3,8,21,1,14,2.07,4.55,True,1.2,120,True,True,0.7,48,4,8.0,0.1,10000.0
280,-inf,-184.60999999999694,85,0.670362831226341,100,True,24,0.58,True,6,12,14,16,3,8,21,2,14,1.87,5.42,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
283,-inf,757.0800000000054,113,3.1299198199465468,100,True,24,0.66,False,6,13,15,16,3,8,21,1,14,1.75,4.43,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
285,-inf,0.0,0,0.0,100,True,24,0.64,False,6,12,14,15,2,8,21,2,14,1.84,4.14,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
286,-inf,0.0,0,0.0,50,True,24,0.6,False,6,13,15,16,3,8,21,2,14,1.62,4.92,True,1.2,120,True,True,0.7,48,4,8.0,0.1,10000.0
287,-inf,0.0,0,0.0,100,True,24,0.64,False,6,13,16,16,2,8,21,2,14,2.13,3.86,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
289,-inf,1542.4400000000114,180,5.282771067610718,100,True,20,0.62,False,6,12,15,15,2,8,21,1,14,2.13,4.5,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
290,-inf,-185.26000000000022,96,0.7036930409609263,100,True,20,0.51,True,6,12,14,16,3,8,21,2,14,2.14,5.47,True,1.2,80,True,True,0.7,48,6,8.0,0.1,10000.0
293,-inf,-207.75000000000182,95,0.6676319073368956,50,True,24,0.57,True,6,13,16,15,2,8,21,2,14,1.6,4.97,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
294,-inf,1424.2600000000039,199,4.234014532243415,100,True,20,0.53,False,6,13,14,15,2,8,21,1,14,2.17,4.41,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
297,-inf,-168.23999999999978,82,0.6881036688233441,100,True,24,0.62,True,6,12,16,15,2,8,21,2,14,1.67,4.39,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
298,-inf,-128.89000000000124,94,0.7757459765115268,100,True,20,0.64,True,6,12,15,16,2,8,21,2,14,1.91,4.75,True,1.2,120,True,True,0.7,48,4,8.0,0.1,10000.0
300,-inf,-162.1800000000003,82,0.7090993883517784,100,True,24,0.58,True,6,12,16,16,2,8,21,2,14,2.16,4.16,True,1.2,80,True,True,0.7,48,4,8.0,0.1,10000.0
301,-inf,2024.2500000000127,177,8.545569761807135,50,True,16,0.67,False,6,12,14,15,2,8,21,1,14,1.99,4.41,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
303,-inf,1074.7000000000062,191,2.4819768884966495,50,True,24,0.63,False,6,13,15,16,2,8,21,1,14,2.09,3.87,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
304,-inf,1029.7700000000023,147,3.298132071682028,100,True,20,0.67,False,6,13,16,15,2,8,21,1,14,2.02,3.62,True,1.2,80,True,True,0.7,48,4,8.0,0.1,10000.0
305,-inf,0.0,0,0.0,100,True,24,0.6,False,6,12,16,16,3,8,21,2,14,1.62,4.87,True,1.2,120,True,True,0.7,48,4,8.0,0.1,10000.0
306,-inf,0.0,0,0.0,100,True,20,0.52,False,6,13,14,15,3,8,21,2,14,1.79,4.91,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
307,-inf,518.2000000000007,197,1.493805984372022,50,True,24,0.67,True,6,13,16,15,3,8,21,1,14,2.0,4.78,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
309,-inf,0.0,0,0.0,50,True,24,0.63,False,6,12,14,16,3,8,21,2,14,1.87,5.21,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
310,-inf,-217.25000000000182,106,0.6919619436527854,50,True,20,0.65,True,6,12,15,16,2,8,21,2,14,1.93,5.15,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
311,-inf,1450.7000000000062,177,4.981392540549441,100,True,24,0.61,False,6,13,15,15,2,8,21,1,14,1.8,5.03,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
312,-inf,-133.96999999999935,84,0.7573446839340698,100,True,24,0.59,True,6,12,14,16,3,8,21,2,14,2.18,4.08,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
313,-inf,1469.4899999999998,188,3.5636154289004027,50,True,16,0.68,False,6,12,16,16,2,8,21,1,14,1.97,3.88,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
315,-inf,0.0,0,0.0,50,True,24,0.65,False,6,13,16,15,2,8,21,2,14,2.09,3.71,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
316,-inf,690.0100000000002,105,2.9213376771642583,100,True,24,0.68,False,6,12,15,16,3,8,21,1,14,1.87,3.77,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
317,-inf,0.0,0,0.0,100,True,24,0.61,False,6,12,14,15,3,8,21,2,14,1.81,4.84,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
318,-inf,0.0,0,0.0,50,True,24,0.61,False,6,12,15,16,3,8,21,2,14,2.05,5.18,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
320,-inf,797.0300000000007,124,3.0060657924542546,100,True,16,0.67,False,6,12,16,15,3,8,21,1,14,1.66,5.24,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
321,-inf,1082.0299999999988,191,2.5241147139194866,50,True,24,0.63,False,6,12,16,16,2,8,21,1,14,1.83,5.41,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
322,-inf,-258.4399999999987,122,0.6914996478579016,50,True,16,0.65,True,6,13,14,16,2,8,21,2,14,2.18,4.09,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
323,-inf,-339.4500000000153,130,0.6101367880646384,50,True,16,0.69,True,6,13,14,16,3,8,21,2,14,1.76,3.82,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
324,-inf,-150.49000000000706,93,0.7450704702534218,100,True,20,0.64,True,6,12,14,16,2,8,21,2,14,1.97,4.82,True,1.2,96,True,True,0.7,48,8,8.0,0.1,10000.0
325,-inf,1532.3800000000174,199,3.84850174734181,100,True,16,0.66,False,6,12,14,15,2,8,21,1,14,1.93,4.31,True,1.2,96,True,True,0.7,48,4,8.0,0.1,10000.0
326,-inf,1030.1499999999996,185,2.483169200645013,50,True,24,0.57,False,6,13,14,16,2,8,21,1,14,2.0,4.39,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
327,-inf,0.0,0,0.0,50,True,16,0.64,False,6,13,14,16,3,8,21,2,14,2.03,3.55,True,1.2,120,True,True,0.7,48,6,8.0,0.1,10000.0
329,-inf,-355.64000000000306,142,0.6372833991167681,50,True,16,0.63,True,6,13,14,15,3,8,21,2,14,2.09,3.64,True,1.2,120,True,True,0.7,48,4,8.0,0.1,10000.0
331,-inf,0.0,0,0.0,100,True,20,0.59,False,6,13,15,15,3,8,21,2,14,1.67,3.51,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
332,-inf,-287.5600000000013,101,0.592396773873478,50,True,24,0.62,True,6,13,16,15,3,8,21,2,14,1.78,3.67,True,1.2,96,True,True,0.7,48,6,8.0,0.1,10000.0
333,-inf,-190.67000000000007,86,0.6597244530106721,100,True,24,0.51,True,6,12,14,16,3,8,21,2,14,1.69,4.85,True,1.2,120,True,True,0.7,48,8,8.0,0.1,10000.0
334,-inf,-310.65999999999985,122,0.6200063605450498,100,True,16,0.61,True,6,12,14,15,3,8,21,2,14,1.93,3.67,True,1.2,80,True,True,0.7,48,8,8.0,0.1,10000.0
