side,open_time,close_time,profit,exit_reason
SELL,2025-11-12 15:00:00,2025-11-12 16:00:00,0.63,trail
SELL,2025-11-12 16:00:00,2025-11-12 17:00:00,0.74,trail
SELL,2025-11-12 17:00:00,2025-11-12 17:15:00,6.14,trail
SELL,2025-11-12 18:00:00,2025-11-12 21:45:00,-10.68,sl
SELL,2025-11-13 16:15:00,2025-11-13 16:30:00,6.06,trail
SELL,2025-11-13 17:15:00,2025-11-13 17:30:00,12.51,trail
SELL,2025-11-13 18:15:00,2025-11-13 19:30:00,5.15,trail
SELL,2025-11-13 19:30:00,2025-11-13 21:30:00,-15.64,sl
SELL,2025-11-14 15:00:00,2025-11-14 16:00:00,-20.92,sl
SELL,2025-11-14 16:00:00,2025-11-14 16:45:00,-21.68,sl
BUY,2025-11-19 15:00:00,2025-11-19 16:30:00,2.73,trail
BUY,2025-11-19 16:30:00,2025-11-19 16:45:00,2.4,trail
BUY,2025-11-19 17:30:00,2025-11-19 21:00:00,6.93,trail
BUY,2025-12-08 15:00:00,2025-12-08 15:30:00,4.37,trail
BUY,2025-12-08 16:00:00,2025-12-08 16:45:00,0.52,trail
SELL,2025-12-10 16:15:00,2025-12-10 20:30:00,2.87,trail
SELL,2025-12-10 20:30:00,2025-12-10 21:00:00,7.38,trail
SELL,2025-12-10 21:30:00,2025-12-10 21:45:00,3.63,trail
SELL,2025-12-10 22:30:00,2025-12-11 00:00:00,0.88,trail
SELL,2025-12-11 00:00:00,2025-12-11 05:30:00,0.4,trail
SELL,2025-12-11 15:00:00,2025-12-11 15:30:00,1.41,trail
SELL,2025-12-11 16:00:00,2025-12-11 17:00:00,9.87,trail
SELL,2025-12-11 17:00:00,2025-12-11 18:00:00,4.16,trail
SELL,2025-12-11 18:00:00,2025-12-11 21:45:00,-15.51,sl
SELL,2025-12-22 16:15:00,2025-12-22 16:30:00,6.47,trail
SELL,2025-12-22 17:15:00,2025-12-22 20:00:00,4.41,trail
SELL,2025-12-22 20:00:00,2025-12-23 00:00:00,5.39,trail
SELL,2025-12-23 00:15:00,2025-12-23 02:00:00,0.8,trail
